fold,a_s_m2
2019,207144.903931
2019,229526.632744
2019,289354.489051
2019,273318.990792
2019,391108.382799
2019,298892.044476
2019,-399830.059258
2019,110029.248880
2019,434748.563805
2019,-370683.129600
2019,-416140.587072
2019,581722.292902
2019,522730.377065
2019,568023.122016
2019,327122.816276
2019,293869.030293
2019,509418.336000
2019,1363235.983200
2019,357026.382720
2019,480553.198484
2019,240970.398616
2019,649906.645627
2019,327785.912380
2019,-421789.899757
2019,216739.889100
2019,788724.333058
2019,675826.067700
2019,964186.866189
2019,592605.266400
2019,313934.122169
2019,454115.524405
2019,379577.229459
2019,329225.148000
2019,500202.741528
2019,608463.895880
2019,-91610.475965
2019,250085.038446
2019,434521.629934
2019,653182.693632
2019,688840.309662
2019,183069.135327
2019,244065.576384
2019,434577.195360
2019,831349.489371
2019,514545.506671
2019,172020.139830
2019,521638.956720
2019,-246496.777477
2019,485822.877573
2019,-613299.418560
2019,28948.085085
2019,323581.288320
2019,178224.314740
2019,371078.061551
2019,757140.009396
2019,231177.916022
2019,282753.516308
2019,-379493.934039
2019,222253.203800
2019,324593.846224
2019,618137.012571
2019,157188.869682
2019,581387.224320
2019,587256.510494
2019,156406.310690
2019,930609.751680
2019,302842.796073
2019,416353.419491
2019,126869.035838
2019,757889.728457
2019,339965.826587
2019,-843639.441750
2019,301157.872756
2019,495987.302004
2019,1080596.934370
2019,284470.146503
2019,120355.234073
2019,-565861.486871
2019,176565.853847
2019,431618.520021
2019,132001.383217
2019,255800.834417
2019,200531.726063
2019,735269.497200
2019,632562.506585
2019,284090.349932
2019,632511.344945
2019,640375.189835
2019,919921.862817
2019,-279090.511427
2019,85182.928225
2019,76142.289681
2019,100930.337343
2019,-1460784.175200
2019,1788383.520000
2019,1356806.670546
2019,641885.508679
2019,292644.576000
2019,96914.762182
2019,278593.410438
2019,156547.218969
2019,188223.670473
2019,268905.575429
2019,148640.264840
2019,158784.186212
2019,356811.597710
2019,50592.791105
2019,-109997.922341
2019,616135.472173
2019,122283.626400
2019,961409.393941
2019,136169.312914
2019,264063.335309
2019,126751.681980
2019,517405.205272
2019,345287.901962
2019,185652.227832
2019,160076.583072
2019,330411.544930
2019,556024.694400
2019,259722.061200
2019,394016.657126
2019,166345.337937
2019,72327.182773
2019,-1033842.648662
2019,310488.757463
2019,334324.258036
2019,324355.579895
2019,110368.811520
2019,241431.775200
2019,419238.016180
2019,731901.187105
2019,41064.642116
2019,127221.534237
2019,436198.604497
2019,465304.875840
2019,688536.788926
2019,358237.325793
2019,901877.375127
2019,672479.133922
2019,248275.882219
2019,252963.955525
2019,320736.415961
2019,193860.479305
2019,476838.515012
2019,-183857.135791
2019,686712.546148
2019,122729.236912
2019,485279.881761
2019,1222481.304272
2019,-422871.412320
2019,69819.926400
2019,125818.527898
2019,186999.884064
2019,407042.001164
2019,178083.239613
2019,48593.451200
2019,210815.933411
2019,515921.548800
2019,108586.540042
2019,-27320.315312
