fold,a_s_m2
2021,691811.777664
2021,162080.072862
2021,892719.980261
2021,512655.727727
2021,574714.600094
2021,432007.633229
2021,135201.794112
2021,488564.418764
2021,653499.541895
2021,984636.442634
2021,234437.248246
2021,528020.428754
2021,156146.784480
2021,105509.524262
2021,333009.345103
2021,669538.386336
2021,160344.840600
2021,423698.451339
2021,298194.731752
2021,330768.915259
2021,144246.319612
2021,177830.665672
2021,137177.145000
2021,466266.570030
2021,113962.551231
2021,703774.516917
2021,343006.665823
2021,167663.155997
2021,409702.406400
2021,1487805.024384
2021,597134.289600
2021,557487.917280
2021,201205.139630
2021,186862.958620
2021,272886.407175
2021,279384.118650
2021,524099.831564
2021,-52676.023680
2021,144901.683262
2021,244478.429072
2021,81337.977741
2021,1057984.543403
2021,260764.996657
2021,-225959.992289
2021,353028.280766
2021,-850979.622316
2021,276103.795617
2021,415821.338444
2021,343378.752493
2021,1068317.109465
2021,159919.914764
2021,730399.302703
2021,300533.639118
2021,158221.023508
2021,-644483.168509
2021,195786.990669
2021,-388658.302058
2021,-42025.122251
2021,185539.030776
2021,297146.800246
2021,380196.093779
2021,655238.343337
2021,331315.466400
2021,330270.307200
2021,244324.192521
2021,414021.883537
2021,111737.019927
2021,158396.434842
2021,245023.322269
2021,338695.245320
2021,391435.420127
2021,231358.219506
2021,335809.650960
2021,-223962.685714
2021,356730.033782
2021,544835.342965
2021,630979.466446
2021,398670.778404
2021,-351173.491200
2021,566894.350080
2021,319520.098286
2021,-349882.412188
2021,80435.452032
2021,444247.668379
2021,216062.910982
2021,-47786.266208
2021,41457.981600
2021,-49951.401766
2021,382045.886031
2021,72619.209600
2021,148315.382288
2021,261789.658748
2021,-175586.745600
2021,194467.040826
2021,-61167.513836
2021,244637.712971
2021,550666.413431
2021,656541.744417
2021,-579436.260480
2021,245403.380160
2021,97980.999678
2021,14964.779455
2021,973921.148928
2021,623698.752600
2021,509432.597432
2021,-2196460.123200
2021,311326.314615
2021,644918.234779
2021,266063.758617
2021,351787.430870
2021,647329.802112
2021,513210.792931
2021,393161.626017
2021,572297.920822
2021,401516.544134
2021,770262.610415
2021,629739.490301
2021,475170.316701
2021,551342.381184
2021,-26477.366400
2021,-102843.665280
2021,339904.491109
2021,290700.433712
2021,1252781.836584
2021,42469.151883
2021,534424.737600
2021,421559.557324
2021,233412.188262
2021,-312863.655796
2021,196919.714692
2021,82017.493011
2021,213551.447351
2021,244415.441966
2021,525469.157788
2021,655000.420917
2021,-1673561.169000
2021,458801.663040
2021,78908.823755
2021,-72406.905402
2021,320573.311469
2021,859916.431343
2021,474084.213120
2021,578984.751706
2021,518096.417116
2021,435749.305835
2021,302585.555872
2021,-57191.111424
2021,-93108.753874
2021,204582.721938
2021,412821.381486
2021,366066.262071
2021,591483.818207
2021,185941.861366
2021,247106.224905
2021,170099.659800
2021,330738.826841
2021,233930.785182
2021,341495.481600
2021,915245.911440
2021,429212.044800
2021,331625.748038
2021,546406.306238
2021,239968.552320
2021,940009.850182
2021,405906.598092
2021,66166.224866
2021,1560056.879880
2021,582534.850108
2021,391462.230773
2021,486770.585315
2021,270164.151753
2021,-652012.115328
2021,560902.104000
2021,268867.204200
2021,157827.017515
2021,280642.860243
2021,277694.255270
2021,-281413.351732
2021,131058.452201
2021,443448.807957
2021,219579.067482
2021,576572.079523
2021,187658.334360
2021,237588.805218
2021,796232.140251
2021,161780.529716
2021,207885.310844
2021,571662.190827
2022,624195.203220
2022,483679.473939
2022,295173.603200
2022,734597.609143
2022,248016.278160
2022,293538.147224
2022,315057.180289
2022,191194.456320
2022,-597128.970724
2022,-498600.098355
2022,167208.124959
2022,414499.858466
2022,441196.536960
2022,607008.866625
2022,322369.891200
2022,369907.641881
2022,680193.514497
2022,1130339.674800
2022,344635.686843
2022,166961.431781
2022,500544.160200
2022,272561.124706
2022,-955275.508800
2022,73357.549756
2022,878942.847228
2022,84425.340595
2022,181035.989429
2022,251760.407294
2022,220406.185168
2022,389560.876878
2022,24614.964336
2022,874582.835908
2022,191855.166119
2022,268299.574634
2022,534394.443130
2022,170798.016175
2022,539795.060709
2022,557723.460475
2022,137156.439016
2022,292997.159827
2022,-42566.483782
2022,-1043765.654400
2022,563450.004537
2022,741527.495881
2022,255222.327122
2022,822763.029246
2022,135792.553256
2022,72524.960139
2022,1070525.496259
2022,990810.921600
2022,655314.818400
2022,42052.287812
2022,120715.887600
2022,325366.098646
2022,278500.088160
2022,347489.853180
2022,318745.308454
2022,121528.789200
2022,-467239.306088
2022,213342.444783
2022,126092.495162
2022,332302.018542
2022,118714.309132
2022,-53407.635120
2022,885640.779811
2022,324389.072380
2022,406489.601986
2022,652963.210200
2022,999868.968000
2022,191794.752886
2022,443420.151026
2022,-274667.837760
2022,-321909.033600
2022,62079.832649
2022,351173.491200
2022,-539431.445245
2022,-51877.902109
2022,-24244.194999
2022,-292644.576000
2022,288336.610160
2022,466965.831542
2022,120558.363606
2022,161354.977799
2022,419126.553763
2022,-78038.553600
2022,186999.884064
2022,146498.579913
2022,-58322.099245
2022,-319598.681684
2022,223928.666066
2022,418443.737891
2022,-161512.998815
2022,472007.380645
2022,510797.805382
2022,248945.089449
2022,205875.459216
2022,104780.789112
2022,817898.553953
2022,114131.384640
2022,-332765.203355
2022,450878.527646
2022,-338458.588932
2022,-237393.280051
2022,-1423965.680780
2022,-476195.699301
2022,-1175719.357362
2022,341073.368665
2022,-70534.846523
2022,195320.118385
2022,52080.814373
2022,369401.776231
2022,191200.144261
2022,120167.179020
2022,933701.845313
2022,374929.345016
2022,-51723.227386
2022,85698.065573
2022,568615.216856
2022,374219.251560
2022,164752.669808
2022,156129.835952
2022,345958.043311
2022,70417.601100
2022,695667.051861
2022,478636.462080
2022,282239.435520
2022,-4114582.738559
2022,-36965.630653
2022,500062.836884
2022,425703.117030
2022,590423.267368
2022,161071.574630
2022,263380.118400
2022,292768.577939
2022,973491.140571
2022,-65113.418160
2022,191596.125346
2022,226563.542710
2022,317983.313678
2022,-485386.348469
2022,471634.165507
2022,1028606.138076
2022,312273.175610
2022,-164612.574000
2022,370824.914763
2022,241626.008326
2022,957034.687651
2022,61455.360960
2022,348386.400000
2022,-74286.700062
2022,345278.492547
2022,252196.249254
2022,424334.635200
2022,1577354.264640
2022,371196.541137
2022,136130.969108
2022,346530.572446
2022,16576.371088
2022,781604.888400
2022,209602.628050
2022,64952.820527
2022,280570.429158
2022,80964.999360
2022,408543.417980
2022,262260.304971
2022,185144.895058
2022,752204.947200
2022,109741.716000
2022,360868.464883
2022,1471166.089920
2022,567955.588652
2022,364060.591794
2022,713369.928096
2022,17255.670884
2022,453082.661195
2022,84041.519262
2022,499016.010764
2022,1191729.842661
2022,544629.684361
2022,92739.478310
2022,688039.914240
2022,731193.376320
2022,468932.266692
2022,-482050.648800
2022,-60517.761833
2022,319355.758776
2022,145527.058174
2022,-561877.585920
2022,369698.698305
2022,539302.147200
2022,238764.166700
2022,282161.785218
2022,541250.405126
2022,785959.718400
2022,1040576.578892
2022,166447.372406
2022,441475.246080
2022,421408.189440
2022,125553.963252
2022,-42403.601829
2022,144928.742400
2022,356450.688472
2022,547830.646272
2022,-242034.278739
2022,274282.563388
2022,181945.040009
2022,-600635.148059
2022,388160.514000
2022,480773.232000
2022,515647.151635
2022,403692.741000
2022,491589.191428
2022,-574647.531055
2022,355840.248558
2022,471349.665443
2022,144623.904300
2022,315192.600708
2022,237379.773378
2022,99499.155840
2022,106304.023692
2022,209787.376771
2022,235531.682942
2022,195376.235370
2022,-68283.734400
2022,251114.867788
2022,309272.108727
2022,-33255.065455
2022,42723.501017
2022,-145845.668169
2022,276455.727115
2022,325912.190536
2022,139838.545897
2022,146489.513472
2022,380001.165851
2022,301950.428626
2022,112203.212434
2022,-54524.305213
2022,-93745.465871
2022,69182.796077
2022,-381670.136488
2022,208606.376963
2022,43414.305231
2022,696292.267034
2022,348690.902252
2022,807403.097043
2022,171661.865404
2022,-93154.800147
2022,-15677.388000
2022,133768.732372
2022,225157.153371
2022,-31405.759376
2022,92930.219081
2022,263023.234771
2022,214352.650473
2022,348038.013600
2022,1155580.269480
2022,456237.691436
2022,312235.844686
2022,158473.722679
2022,415597.405053
2022,245329.144553
2022,198356.099144
2022,55104.351013
2022,92222.118609
2022,-377186.342400
2022,114276.497653
2022,2057418.606052
2022,270588.958395
2022,460782.186938
2022,432354.810818
2022,476678.793897
2022,355389.557125
2022,597107.490646
2022,487541.882057
2022,67915.628015
2022,471535.373265
2022,828656.157461
2022,555144.560337
2022,473153.684284
2022,603725.760288
2022,-49770.631487
2022,172433.603337
2022,444700.037284
2022,16422.886171
2022,-77519.680238
2022,177670.861275
2022,785084.192369
2022,1611374.196600
2022,280551.061976
2022,965727.100800
2022,346473.631842
2022,340319.037836
2022,455799.427958
2022,574115.450007
2022,473628.143651
2022,418282.561508
2022,543839.493625
2022,285022.205648
2022,570858.284147
2022,429613.401121
2022,306547.954158
2022,249891.648725
2022,355354.128000
2022,-21948.343200
2022,120040.195506
2022,711002.667042
2022,303690.878305
2022,153053.113248
2022,147742.892738
2022,653255.854776
2022,-49780.710322
2022,215819.720925
2022,838914.451200
2022,140469.396480
2022,179817.751518
2022,274460.835355
2022,580658.699848
2023,464322.572368
2023,772307.326350
2023,233619.653044
2023,321513.567957
2023,573068.829046
2023,525388.465350
2023,335668.217722
2023,231625.068664
2023,67087.388649
2023,242761.977818
2023,190867.237701
2023,291642.368548
2023,1245910.056776
2023,367371.144137
2023,526760.236800
2023,939937.797540
2023,433534.105782
2023,263816.901349
2023,565888.450667
2023,829385.737081
2023,547267.696401
2023,-430940.041344
2023,203621.604141
2023,280102.665600
2023,420074.619220
2023,219863.489891
2023,-699034.024936
2023,297326.889216
2023,598825.155190
2023,69946.851116
2023,93034.768191
2023,296921.689034
2023,589001.807069
2023,-385636.693621
2023,498081.068352
2023,-304284.743664
2023,311582.594421
2023,105352.047360
2023,-51735.380400
2023,510086.301656
2023,86764.544213
2023,197385.780343
2023,216969.524849
2023,187908.622484
2023,168363.240243
2023,799546.788000
2023,27748.164460
2023,91804.237547
2023,184483.140710
2023,544966.235768
2023,219100.389361
2023,-57101.380683
2023,594820.236815
2023,256135.034237
2023,35331.479298
2023,532198.764319
2023,533714.167319
2023,670848.596739
2023,716393.922048
2023,1071741.739653
2023,428013.128474
2023,47554.743600
2023,564804.031680
2023,334889.236568
2023,996117.114462
2023,792932.370589
2023,638812.304716
2023,198621.640444
2023,242302.377540
2023,194255.451310
2023,491642.887680
2023,-1132534.509120
2023,412833.022794
2023,-76158.106525
2023,712348.759048
2023,273264.140503
2023,729172.735200
2023,258502.708800
2023,-604088.174432
2023,415292.246616
2023,1715106.247200
2023,379107.746182
2023,859997.447535
2023,336959.326080
2023,395321.015808
2023,322977.079498
2023,102209.968755
2023,80592.654526
2023,260941.413600
2023,456097.278205
2023,361273.613735
2023,312544.407168
2023,78190.972650
2023,262502.184672
2023,554261.775267
2023,354200.848883
2023,83802.764945
2023,959511.640779
2023,263014.312680
2023,199863.521731
2023,80172.420300
2023,164009.597538
2023,964840.299055
2023,631600.866454
2023,-364117.385908
2023,556765.566744
2023,428933.335680
2023,-395427.061229
2023,843310.989431
2023,51465.080607
2023,91236.250165
2023,505305.114796
2023,296608.036862
2023,117617.915713
2023,510609.569162
2023,250128.288543
2023,168270.631200
2023,630789.370323
2023,584624.050691
2023,827208.668160
2023,261129.006277
2023,178908.657003
2023,-34743.760300
2023,467456.104180
2023,95307.220022
2023,32227.946977
2023,291073.329954
2023,361074.999411
2023,-877933.728000
2023,201897.062370
2023,222563.901221
2023,-30488.911893
2023,-415622.961406
2023,386290.840320
2023,296748.079280
2023,281245.048912
2023,196337.906444
2023,92272.626514
2023,831677.004697
2023,312065.534225
2023,115419.472735
2023,559401.362585
2023,-63849.725673
2023,438966.864000
2023,228018.898800
2023,-172054.828303
2023,-722300.021673
2023,-606192.336000
2023,381436.735749
2023,247486.490566
2023,1003511.590359
2023,125311.908185
2023,124914.060628
2023,481865.898436
2023,-1038888.244800
2023,169483.462999
2023,-166364.752659
2023,1141313.846400
2023,385897.735666
2023,182392.433414
2023,839664.821908
2023,-920704.858338
2023,442655.661176
2023,584305.472753
2023,64890.753809
2023,562892.883429
2023,611289.915444
2023,1185645.153457
2023,357319.027296
2023,659538.643597
2023,-919835.110473
2023,-80634.256563
2023,684056.696400
2023,150751.279461
2023,817216.815970
2023,201328.629600
2023,637793.031812
2023,-861211.180800
2023,355225.493022
2023,-42112.268254
2023,712602.491435
2023,785959.718400
2023,479847.747518
2023,285019.330006
2023,37841.971034
2023,383782.458240
2023,-23497.009752
2023,397757.729829
2023,931960.418954
2023,212714.316807
2023,715853.655138
2023,1942204.410514
2023,278176.754265
2023,493031.709397
2023,525464.393659
2023,365325.258756
2023,274931.877979
2023,-94954.765747
2023,376926.213888
2023,560378.084787
2023,1231545.924000
2023,188625.365323
2023,85735.715625
2023,-751618.773257
2023,-1359543.087360
2023,331580.120446
2023,325081.055228
2023,34963.662691
2023,51086.660897
2023,94737.481383
2023,573400.466100
2023,19624.400979
2023,53054.987879
2023,-146790.519322
2023,-86844.255256
2023,1450585.955127
2023,-37282.117216
2023,463295.148029
2023,36965.630653
2023,336084.005250
2023,403051.393309
2023,974617.568932
2023,532017.324992
2023,335680.543059
2023,508113.856736
2023,-104334.153183
2023,307025.966592
2023,604597.660107
2023,176919.833690
2023,1006575.406200
2023,389505.808901
2023,22415.329226
2023,385527.419687
2023,274278.606058
2023,277736.267411
2023,173710.818831
2023,1094040.491815
2023,32608.967040
2023,378701.921654
2023,314375.608871
2023,95494.545853
2023,280171.200630
2023,594915.618316
2023,47915.397127
2023,550703.883927
2023,484797.980648
2023,357757.994160
2023,334907.206392
2023,277928.734464
2023,-104970.337043
2023,274643.083989
2023,348800.697341
2023,216989.302091
2023,280625.245200
2023,189239.964516
2023,959315.225258
2023,661605.088657
2023,279596.728662
2023,82189.540494
2023,2335635.012226
2023,367980.781038
2023,-48067.864746
2023,-778347.215570
2023,95273.525639
2023,19953.039273
2023,568172.205102
2023,357805.364685
2023,99986.896800
2023,-595371.864282
2023,447746.201280
2023,-635456.793600
2023,372154.274027
2023,376447.340945
2023,384447.947363
2023,303652.307758
2023,431848.482422
2023,-64689.853642
2023,554047.366184
2023,275583.058249
2023,70136.605086
2023,779847.339079
2023,296622.269266
2023,-101161.432907
2023,292593.533341
2023,172717.681129
2023,440422.002776
2023,349349.889985
2023,-90671.844039
2023,-16322.148183
2023,-1451942.761798
2023,518674.005095
2023,1185210.532800
2023,590730.282308
2023,1158742.456704
2023,392909.882876
2023,418472.511990
2023,437747.511600
2023,411642.125492
2023,74217.078037
2023,723862.134616
2023,544835.342965
2023,1048483.148931
2023,749993.636985
2023,1008659.024862
2023,449664.375812
2023,372331.894030
2023,295234.351009
2023,137628.337732
2023,246450.266896
2023,447042.197819
2023,-111204.938880
2023,328644.904444
2023,603601.169033
2023,81891.297318
2023,762526.713157
2023,526529.580977
2023,306526.434092
2023,347951.716051
2023,479937.104640
2023,84096.809735
2023,341504.617544
2023,357735.367002
2023,534171.365673
2023,-50021.805433
2023,288191.288974
2023,-173042.010157
2023,341160.397765
2023,332741.733375
2023,772427.657179
2023,67011.903542
2024,138955.011961
2024,471589.538046
2024,42921.204480
2024,426247.682782
2024,-678150.272336
2024,165584.968952
2024,1332393.540141
2024,866548.024965
2024,596994.935040
2024,727008.042175
2024,325099.519579
2024,73000.350277
2024,226754.662263
2024,473965.573427
2024,310631.965544
2024,258759.414568
2024,425731.682171
2024,460736.765385
2024,482245.287211
2024,-121094.307310
2024,-154303.503709
2024,113972.721918
2024,99657.342097
2024,505877.347153
2024,214034.188171
2024,93827.950531
2024,619063.543134
2024,-486799.115388
2024,191582.995729
2024,-50592.791105
2024,155218.683110
2024,48685.415825
2024,289507.426145
2024,-163590.135652
2024,1219471.361210
2024,535568.936412
2024,772713.206292
2024,491030.375777
2024,282053.151380
2024,44518.452496
2024,-86473.171705
2024,328179.988800
2024,390100.741404
2024,-70408.546503
2024,559512.168622
2024,772687.455788
2024,52503.879812
2024,-184222.159318
2024,1138875.141600
2024,131403.152753
2024,-1062016.606452
2024,-621056.822400
2024,390069.289276
2024,161638.265809
2024,1870164.488513
2024,425111.764195
2024,92128.848000
2024,533462.020983
2024,155999.379557
2024,113440.874966
2024,209664.436358
2024,-179349.318720
2024,347989.275606
2024,142766.793151
2024,-59774.211268
2024,499593.985594
2024,361043.752047
2024,489778.781819
2024,1881054.302400
2024,622486.745696
2024,410412.708769
2024,509689.303200
2024,305340.186282
2024,242284.444648
2024,282228.413125
2024,-54119.202411
2024,135723.808761
2024,782025.001412
2024,166807.408320
2024,850759.588800
2024,731611.440000
2024,-207511.608436
2024,-45498.755247
2024,578704.649040
2024,68928.681124
2024,559312.835703
2024,189582.790539
2024,696262.293196
2024,401070.444086
2024,803051.145318
2024,-98122.004894
2024,714235.668300
2024,-177285.972170
2024,543018.268800
2024,272423.212594
2024,375806.164144
2024,342186.768000
2024,99715.929600
2024,59526.567164
2024,106937.742640
2024,155816.482260
2024,-244650.865536
2024,-54686.107636
2024,66484.301732
2024,193486.365297
2024,546269.875200
2024,680580.030466
2024,-84976.473138
2024,524794.713528
2024,312298.196971
2024,119205.680499
2024,-83403.704160
2024,72429.532560
2024,91015.147949
2024,50650.022769
2024,-75251.462400
2024,183862.350413
2024,230362.176021
2024,496223.411478
2024,138512.711338
2024,306969.834965
2024,-56438.596800
2024,564483.951675
2024,1246665.893760
2024,1256452.695974
2024,428638.231906
2024,-73849.719473
2024,-2167588.100855
2024,165694.534580
2024,192033.213011
2024,52025.702400
2024,97826.901120
2024,62379.501726
2024,241967.100644
2024,341340.633446
2024,-235603.684068
2024,853990.080873
2024,472788.901062
2024,363616.646400
2024,219040.031127
2024,882323.396640
2024,207209.003101
2024,-67969.062813
2024,-647405.323293
2024,1642010.425650
2024,343257.695292
2024,153638.402400
2024,365805.720000
2024,631778.891605
2024,164173.607136
2024,91362.209093
2024,713634.701760
2024,584666.503966
2024,81391.772700
2024,293545.020849
2024,479127.662196
2024,-49287.507537
2024,368941.197600
2024,1147817.059200
2024,741462.841568
2024,531106.443374
2024,552465.503611
2024,968559.145084
2024,267325.887964
2024,183381.484307
2024,215044.441240
2024,1241429.096084
2024,473884.682727
2024,131966.138989
2024,187851.996212
2024,54870.858000
2024,-58308.051369
2024,-392844.999948
2024,-32736.511892
2024,133762.434953
2024,2681688.478254
2024,278956.361961
2024,688716.961052
2024,610438.295250
2024,475488.907085
2024,-59209.483981
2024,178243.491407
2024,444287.674473
2024,612580.724818
2024,240170.376166
2024,370404.420480
2024,179813.833920
2024,159794.645005
2024,240170.376166
2024,110334.914465
2024,527180.300785
2024,541392.465600
2024,-339036.158555
2024,959938.526769
2024,758468.062481
2024,394313.338179
2024,-336959.326080
2024,1291816.771200
2024,462859.997104
2024,-133966.183680
2024,548390.488070
2024,-189633.685248
2024,214537.326490
2024,98967.074793
2024,180043.261986
2024,566964.678550
2024,377112.442255
2024,-192423.830795
2024,420676.578000
2024,114708.129425
2024,-104785.638503
2024,224970.517800
2024,-180961.850057
2024,184317.578254
2024,52281.446724
2024,-45710.599061
2024,281455.224565
2024,-303012.555264
2024,921830.414400
2024,630017.215036
2024,71620.909389
2024,114166.085578
2024,-27973.378588
2024,243976.510643
2024,-29880.551444
2024,133853.980361
2024,-113614.953035
2024,-295944.425818
2024,441932.856324
2024,-40356.631045
2024,94064.328000
2024,39151.098681
2024,299365.192716
2024,394523.745819
2024,252299.401445
2024,-1091447.210650
2024,433950.099840
2024,-58282.995388
2024,-268867.204200
2024,-300185.801612
2024,1217135.395636
2024,470498.286625
2024,202832.964745
2024,456525.538560
2024,523217.006508
2024,122277.342878
2024,25521.329302
2024,285328.461600
2024,40885.722351
2024,203493.779519
2024,28717.458393
2024,-362429.051815
2024,286323.453158
2024,-649911.488508
2024,-47511.707633
2024,960026.232436
2024,263915.443844
2024,206694.633600
2024,98328.577536
2024,202064.112000
2024,1537420.953600
2024,193082.372855
2024,-1181698.797888
2024,238296.297600
2024,195761.485309
2024,233743.880032
2024,924965.892000
2024,1133745.452193
2024,298155.415418
2024,730157.305461
2024,779878.792145
2024,205480.546374
2024,499500.194104
2024,723357.362215
2024,603911.988655
2024,227464.647709
2024,828012.006212
2024,277585.412142
2024,183333.219671
2024,383219.741348
2024,474401.538564
2024,266442.677916
2024,-31703.162400
2024,481056.039784
2024,-186109.923847
2024,579930.871031
2024,418220.303281
2024,-205621.320505
2024,631684.023805
2024,98400.798305
2024,255171.794927
2024,433901.861723
2024,451058.166841
2024,-91701.089690
2024,-53414.738144
2024,234722.178056
2024,168854.985385
2024,44561.787709
2024,1230975.163302
2024,40079.583235
2024,196510.473270
2024,253013.373272
2024,338631.580800
2024,497495.779200
2024,96468.016109
2024,30483.810000
2024,-1466611.396143
2024,-489221.001534
2024,-31550.743350
2024,-27790.707937
2024,543668.590080
2024,573908.529600
2024,303752.253337
2024,373392.801600
2024,827403.764544
2024,282561.061805
2024,-353755.649224
2024,104616.055013
2024,281795.313670
2024,464647.918629
2024,55689.826030
2024,44191.295034
2025,232674.061903
2025,126047.246424
2025,433958.517230
2025,-970191.170603
2025,532444.699787
2025,209791.955782
2025,348612.851160
2025,366837.868920
2025,1106015.480017
2025,-780307.497446
2025,407570.558495
2025,296128.440000
2025,-207341.795336
2025,377682.529091
2025,405622.265677
2025,-496927.537305
2025,182317.570848
2025,-202155.792632
2025,-236776.066036
2025,232522.051723
2025,339417.143222
2025,919879.450560
2025,-81072.349045
2025,144359.948278
2025,107919.916762
2025,842614.555034
2025,428105.828190
2025,149077.707709
2025,410186.116443
2025,-908706.662796
2025,300961.842897
2025,-304153.070562
2025,344493.560661
2025,466691.086990
2025,1018487.541185
2025,463720.634526
2025,410259.824640
2025,682795.834131
2025,255854.972160
2025,128150.003845
2025,422927.690123
2025,361502.123294
2025,302341.674376
2025,357315.414400
2025,353718.226643
2025,137961.014400
2025,324983.031247
2025,159971.323560
2025,578128.699609
2025,308463.201730
2025,689286.811240
2025,274698.427785
2025,546691.705219
2025,60625.223051
2025,133028.372810
2025,228370.491210
2025,21509.376336
2025,338088.901985
2025,232090.438821
2025,152347.323388
2025,173391.911280
2025,170585.857276
2025,366456.041280
2025,343472.318147
2025,127846.570529
2025,324357.942186
2025,316912.662790
2025,244567.252800
2025,42015.399840
2025,-218934.723420
2025,80277.364564
2025,175586.745600
2025,340312.455390
2025,378834.416877
2025,453650.076176
2025,90841.753800
2025,449463.897704
2025,472279.115735
2025,1358486.926484
2025,430837.848000
2025,283640.127508
2025,813830.630400
2025,170391.871470
2025,315064.926581
2025,187680.730629
2025,576618.201600
2025,275085.901440
2025,320039.100207
2025,259899.323884
2025,-107084.293281
2025,288915.586943
2025,115993.668305
2025,-60846.892040
2025,-223996.175462
2025,-740118.549767
2025,-99396.021188
2025,200992.153846
2025,765378.121846
2025,237543.782976
2025,673689.042056
2025,241319.219594
2025,250100.448565
2025,267116.006604
2025,179322.633804
2025,185795.277321
2025,755325.741848
2025,128071.335948
2025,22858.643148
2025,-603803.400686
2025,84160.543581
2025,268745.268960
2025,288664.609766
2025,310948.164026
2025,457676.927056
2025,733193.302573
2025,264796.140542
2025,180740.607566
2025,179385.497308
2025,-114996.953104
2025,512128.008000
2025,301978.928855
2025,117175.832245
2025,254249.607629
2025,177222.646957
2025,-363199.980625
2025,58269.937699
2025,316464.483349
2025,713108.750679
2025,545723.605325
2025,186735.110400
2025,-42140.818944
2025,-110414.978061
2025,-583504.733854
2025,-94668.757417
2025,838740.258000
2025,663120.156255
2025,734658.344786
2025,114397.425164
2025,73665.703614
2025,269541.056842
2025,1073937.537042
2025,346131.304249
2025,69221.697785
2025,465118.081430
2025,434786.227200
2025,219275.390832
2025,595043.971200
2025,-60010.659889
2025,1387135.290240
2025,271014.324730
2025,-129379.707284
2025,176638.163238
2025,-672368.757541
2025,672325.685379
2025,210116.356659
2025,508778.461648
2025,348768.193315
2025,482863.550400
2025,179956.551486
2025,-168619.017600
2025,-36965.630653
2025,-329225.148000
2025,1009623.787200
2025,567570.437438
2025,-107200.328893
2025,-65635.997760
2025,355164.099055
2025,223899.075011
2025,283506.662362
2025,448486.627316
2025,351692.978613
2025,170195.924463
2025,-19992.550242
2025,138845.025706
2025,14519.673194
2025,402386.292000
2025,634063.248000
2025,-671500.662227
2025,304474.888647
2025,116827.401600
2025,416087.378967
2025,353888.750153
2025,914054.429952
2025,568674.492201
2025,368269.158114
2025,203423.668683
2025,493729.066836
2025,143661.882764
2025,-89934.674576
2025,-306416.085459
2025,435575.703677
2025,-612737.194990
2025,36120.701952
2025,393698.406150
2025,310007.220700
2025,-140357.557789
2025,183312.562406
2025,712537.284600
2025,639272.132039
2025,1254432.230585
2025,46335.391200
2025,170012.563200
2025,873544.059360
2025,662440.903855
2025,560328.291106
2025,259750.418233
2025,671243.044608
2025,372956.809263
2025,-496486.659972
2025,312651.909257
2025,96303.954857
2025,118029.264677
2025,190466.978278
2025,656936.617159
2025,656582.351898
2025,762597.336282
2025,-505766.169391
2025,120352.504434
2025,292847.098198
2025,288110.645949
2025,151950.068308
2025,279321.546619
2025,334450.944000
2025,-55210.265369
2025,-38471.253249
2025,533691.292547
2025,519235.090560
2025,-64736.527418
2025,262160.766000
2025,59699.493504
2025,168236.602761
2025,818673.201360
2025,-1629194.160960
2025,259188.392378
2025,12671.208445
2025,436306.458764
2025,391234.544808
2025,206052.356310
2025,97923.377354
2025,609569.706341
2025,586233.166761
2025,-3264206.374800
2025,292232.400541
2025,704214.926502
2025,577886.965666
2025,264350.210917
2025,421655.494716
2025,608889.521032
2025,128045.207983
2025,-21480.028622
2025,552512.959488
2025,202178.007554
2025,115336.391718
2025,105692.992497
2025,-62576.127421
2025,1682267.345136
2025,1335859.939454
2025,-1935037.604571
2025,676947.641842
2025,526146.297130
2025,457279.592069
2025,50167.641600
2025,100532.019049
2025,-32021.898894
2025,134191.942881
2025,254724.433758
2025,704523.677593
2025,-128130.868411
2025,-53733.775160
2025,750139.824398
2025,210797.991375
2025,616905.217800
2025,-34188.765369
2025,385275.049230
2025,796583.905497
2025,703247.427249
2025,345509.402632
2025,-508080.795779
2025,228262.769280
2025,-26300.968223
2025,114766.035528
2025,238296.297600
2025,-26671.404395
2025,193840.813212
2025,325477.869893
2025,-42183.644980
2025,166680.171548
2025,-253467.963406
2025,-224459.126932
2025,521529.993314
2025,289112.658703
2025,519651.461674
2025,-163044.835200
2025,-700757.962078
2025,-507385.147630
2025,179221.503073
2025,508403.440669
2025,536206.359190
2025,177126.980211
2025,230615.127594
2025,-465600.808557
2025,137786.821200
2025,313228.897871
2025,615897.385714
2025,675001.505626
2025,276177.986155
2025,50167.641600
2025,119938.190400
2025,162804.568717
2025,1015380.729679
2025,549905.762356
2025,31605.614208
2025,281593.661941
2025,273027.741785
2025,131690.059200
2025,300712.814310
2025,-130946.047566
2025,251052.966740
2025,378765.694080
2025,532221.068601
2025,272072.531549
2025,-252844.913664
2025,331037.396521
2025,223547.940000
2025,125564.940167
2025,173635.781760
2025,-361502.123294
2025,340945.137087
2025,306131.673850
2025,125517.087675
2025,801213.393211
2025,359378.479312
2025,-36082.616570
2025,194360.171230
2025,304453.041347
2025,245515.187888
2025,796411.310400
2025,144017.210860
2025,263969.335667
2025,181609.509961
2025,146322.288000
2025,342566.297788
2025,-315547.194991
2025,228712.991705
2025,541493.377523
2025,144936.988232
2025,210569.027993
2025,-656055.931287
2025,1708323.967961
2025,77464.740706
2025,263997.760219
2025,260477.858142
2025,29861.691429
2025,649107.148069
2025,138124.426913
2025,104031.018553
2025,409618.070787
2025,950894.430510
2025,349626.312909
2025,900451.722856
