date,n,complete,kappa_median_m,kappa_q25_m,kappa_q75_m
2019-06-14,96,1,5.647882,5.646032,5.650028
2019-06-15,96,1,5.648344,5.645548,5.649492
2019-06-16,96,1,5.646378,5.643285,5.650473
2019-06-17,96,1,5.645740,5.644521,5.649273
2019-06-18,96,1,5.646770,5.644789,5.649027
2019-06-19,96,1,5.646540,5.644405,5.649555
2019-06-20,96,1,5.647497,5.645547,5.649947
2019-06-21,96,1,5.647779,5.645837,5.649418
2019-06-22,96,1,5.647409,5.645276,5.649676
2019-06-23,96,1,5.646176,5.642778,5.650487
2019-06-24,96,1,5.647348,5.644389,5.650783
2019-06-25,96,1,5.647655,5.645702,5.649061
2019-06-26,96,1,5.647126,5.646405,5.649544
2019-06-27,96,1,5.647882,5.645528,5.649875
2019-06-28,96,1,5.647607,5.645412,5.650098
2019-06-29,96,1,5.647617,5.645104,5.649587
2019-06-30,96,1,5.647353,5.645467,5.649524
2019-07-01,96,1,5.647447,5.646037,5.649661
2019-07-02,96,1,5.648066,5.646680,5.649499
2019-07-03,96,1,5.647142,5.645141,5.649011
2019-07-04,96,1,5.645728,5.644711,5.648041
2019-07-05,96,1,5.647189,5.645710,5.649841
2019-07-06,96,1,5.648235,5.645246,5.649145
2019-07-07,96,1,5.647075,5.644120,5.649556
2019-07-08,95,0,5.649080,5.645117,5.652447
2019-07-09,96,1,5.643242,5.642638,5.644932
2019-07-10,96,1,5.648022,5.644945,5.650040
2019-07-11,96,1,5.646757,5.644855,5.648561
2019-07-12,96,1,5.648846,5.646248,5.649790
2019-07-13,96,1,5.646460,5.644410,5.648814
2019-07-14,96,1,5.645817,5.644102,5.649161
2019-07-15,96,1,5.647920,5.644995,5.650586
2019-07-16,96,1,5.646792,5.645088,5.648936
2019-07-17,95,0,5.647674,5.645209,5.649701
2019-07-18,95,0,5.648041,5.645130,5.649208
2019-07-19,96,1,5.647620,5.645565,5.648533
2019-07-20,96,1,5.646637,5.644337,5.649605
2019-07-21,96,1,5.647719,5.645522,5.649935
2019-07-22,96,1,5.646897,5.644092,5.650575
2019-07-23,96,1,5.648120,5.644754,5.650387
2019-07-24,96,1,5.648827,5.646140,5.650847
2019-07-25,96,1,5.647506,5.645270,5.649110
2019-07-26,96,1,5.648323,5.645944,5.651266
2019-07-27,96,1,5.649443,5.646695,5.650601
2019-07-28,96,1,5.648202,5.644862,5.650693
2019-07-29,96,1,5.648129,5.645303,5.650365
2019-07-30,96,1,5.647414,5.645201,5.649633
2019-07-31,96,1,5.647245,5.644761,5.649679
2019-08-01,95,0,5.646821,5.645881,5.648945
2019-08-02,96,1,5.647993,5.644978,5.649813
2019-08-03,96,1,5.646403,5.645157,5.649483
2019-08-04,96,1,5.645370,5.643062,5.649505
2019-08-05,96,1,5.647851,5.645274,5.650985
2019-08-06,96,1,5.647063,5.644360,5.649831
2019-08-07,96,1,5.646562,5.645081,5.648192
2019-08-08,96,1,5.648564,5.645209,5.651250
2019-08-09,96,1,5.646969,5.644794,5.649785
2019-08-10,96,1,5.647169,5.645463,5.649532
2019-08-11,96,1,5.646362,5.643741,5.651353
2019-08-12,96,1,5.647214,5.643755,5.651649
2019-08-13,96,1,5.646521,5.643859,5.650060
2019-08-14,96,1,5.647626,5.645282,5.649871
2019-08-15,96,1,5.647149,5.646228,5.648284
2019-08-16,96,1,5.647384,5.645160,5.648702
2019-08-17,96,1,5.646696,5.645432,5.649337
2019-08-18,96,1,5.647056,5.644259,5.649106
2019-08-19,96,1,5.647958,5.644513,5.650302
2019-08-20,96,1,5.646405,5.643932,5.648700
2019-08-21,96,1,5.647987,5.645954,5.649934
2019-08-22,96,1,5.648472,5.645395,5.650771
2019-08-23,96,1,5.646873,5.644828,5.650023
2019-08-24,96,1,5.646295,5.645107,5.648763
2019-08-25,96,1,5.647103,5.642238,5.652059
2019-08-26,96,1,5.647759,5.643836,5.650488
2019-08-27,96,1,5.647535,5.645396,5.649696
2019-08-28,96,1,5.647805,5.645161,5.649433
2019-08-29,96,1,5.647315,5.645715,5.648712
2019-08-30,96,1,5.647491,5.643998,5.650758
2019-08-31,96,1,5.648617,5.645344,5.651321
2019-09-01,96,1,5.646740,5.644908,5.649794
2019-09-02,96,1,5.647846,5.645031,5.650684
2019-09-03,96,1,5.647524,5.645477,5.649984
2019-09-04,96,1,5.647320,5.645489,5.649833
2019-09-05,96,1,5.646984,5.645770,5.648862
2019-09-06,96,1,5.647603,5.645292,5.649747
2019-09-07,96,1,5.648110,5.645050,5.650121
2019-09-08,96,1,5.648006,5.644149,5.651628
2019-09-09,96,1,5.646965,5.644254,5.650222
2019-09-10,96,1,5.646783,5.645633,5.649199
2019-09-11,96,1,5.647393,5.645619,5.649775
2019-09-12,96,1,5.647123,5.645031,5.649224
2019-09-13,96,1,5.647087,5.645143,5.649251
2019-09-14,96,1,5.647287,5.645413,5.649391
2019-09-15,96,1,5.646535,5.644601,5.650037
2019-09-16,96,1,5.646244,5.645315,5.648617
2019-09-17,96,1,5.645865,5.645164,5.648281
2019-09-18,96,1,5.647640,5.645453,5.649768
2019-09-19,96,1,5.648401,5.647094,5.649706
2019-09-20,96,1,5.647346,5.645254,5.649900
2019-09-21,96,1,5.647114,5.645753,5.648845
2019-09-22,96,1,5.647330,5.645510,5.649747
2019-09-23,96,1,5.647899,5.644666,5.650288
2019-09-24,96,1,5.648238,5.646013,5.650265
2019-09-25,96,1,5.648447,5.641010,5.657631
2019-09-26,96,1,5.647614,5.645838,5.649229
2019-09-27,96,1,5.647304,5.644266,5.650252
2019-09-28,96,1,5.646748,5.639597,5.658100
2019-09-29,96,1,5.647470,5.639566,5.651794
2019-09-30,96,1,5.648528,5.643325,5.651888
2019-10-01,96,1,5.646335,5.643921,5.650240
2019-10-02,96,1,5.647745,5.644624,5.649820
2019-10-03,96,1,5.647503,5.644382,5.650387
2019-10-04,96,1,5.647234,5.645326,5.649773
2019-10-05,96,1,5.648030,5.645115,5.650701
2019-10-06,96,1,5.647353,5.644800,5.650578
2019-10-07,96,1,5.646973,5.644036,5.649614
2019-10-08,96,1,5.647220,5.645269,5.650131
2019-10-09,96,1,5.647931,5.645801,5.650061
2019-10-10,96,1,5.647358,5.645590,5.648478
2019-10-11,96,1,5.646530,5.642883,5.648472
2019-10-12,96,1,5.648147,5.645381,5.649632
2019-10-13,96,1,5.646145,5.643404,5.650297
2019-10-14,96,1,5.647429,5.643615,5.650432
2019-10-15,96,1,5.647111,5.644637,5.649390
2019-10-16,96,1,5.649702,5.647155,5.649969
2019-10-17,96,1,5.648305,5.646238,5.649171
2019-10-18,96,1,5.646251,5.645661,5.649186
2019-10-19,96,1,5.647412,5.645141,5.650901
2019-10-20,96,1,5.645495,5.643133,5.649417
2019-10-21,96,1,5.647670,5.644453,5.651281
2019-10-22,96,1,5.647953,5.645688,5.650021
2019-10-23,96,1,5.647340,5.645341,5.649738
2019-10-24,96,1,5.649149,5.646527,5.650362
2019-10-25,96,1,5.649292,5.646347,5.651524
2019-10-26,96,1,5.647556,5.644666,5.650890
2019-10-27,96,1,5.647523,5.643943,5.650368
2019-10-28,96,1,5.647868,5.644099,5.649991
2019-10-29,96,1,5.647738,5.645727,5.649281
2019-10-30,96,1,5.646651,5.644967,5.648770
2019-10-31,96,1,5.647577,5.644341,5.649577
2019-11-01,96,1,5.651338,5.648006,5.651754
2019-11-02,96,1,5.648166,5.646207,5.650211
2019-11-03,96,1,5.645564,5.641253,5.650768
2019-11-04,96,1,5.646619,5.643024,5.651665
2019-11-05,96,1,5.647623,5.644455,5.650297
2019-11-06,96,1,5.646477,5.642527,5.650763
2019-11-07,96,1,5.646674,5.642577,5.650380
2019-11-08,94,0,5.647457,5.644248,5.650646
2019-11-09,96,1,5.647720,5.644020,5.650749
2019-11-10,96,1,5.645318,5.641645,5.650404
2019-11-11,96,1,5.645987,5.643125,5.650550
2019-11-12,96,1,5.646686,5.643749,5.651693
2019-11-13,96,1,5.647055,5.644651,5.651110
2019-11-14,95,0,5.646335,5.642843,5.651206
2019-11-15,96,1,5.648030,5.643716,5.651139
2019-11-16,96,1,5.647180,5.644256,5.651340
2019-11-17,96,1,5.647643,5.644284,5.652441
2019-11-18,96,1,5.646619,5.642699,5.650548
2019-11-19,96,1,5.646723,5.642181,5.650640
2019-11-20,96,1,5.647026,5.645589,5.649676
2019-11-21,96,1,5.647470,5.644918,5.649852
2019-11-22,96,1,5.648611,5.643329,5.652089
2019-11-23,96,1,5.647907,5.642348,5.651945
2019-11-24,96,1,5.646400,5.637805,5.656048
2019-11-25,96,1,5.647426,5.644596,5.649063
2019-11-26,96,1,5.647917,5.642806,5.653389
2019-11-27,96,1,5.647324,5.642524,5.654557
2019-11-28,96,1,5.649766,5.638201,5.657278
2019-11-29,96,1,5.647546,5.644632,5.650768
2019-11-30,96,1,5.645902,5.644971,5.648543
2019-12-01,96,1,5.647739,5.644270,5.651181
2019-12-02,96,1,5.647470,5.643723,5.651658
2019-12-03,96,1,5.647628,5.644478,5.651026
2019-12-04,96,1,5.648518,5.644542,5.651195
2019-12-05,96,1,5.647489,5.640770,5.658954
2019-12-06,96,1,5.647550,5.644078,5.650515
2019-12-07,96,1,5.648295,5.640794,5.656026
2019-12-08,63,0,5.640794,5.629459,5.656307
2019-12-10,77,0,5.648708,5.636066,5.657366
2019-12-11,95,0,5.646651,5.638715,5.654621
2019-12-12,93,0,5.649852,5.640234,5.662625
2019-12-13,96,1,5.647890,5.636386,5.657580
2019-12-14,96,1,5.644722,5.633080,5.657757
2019-12-15,96,1,5.647139,5.644362,5.649492
2019-12-16,96,1,5.647752,5.636780,5.656160
2019-12-17,96,1,5.646906,5.637511,5.654849
2019-12-18,96,1,5.647900,5.639866,5.655734
2019-12-19,96,1,5.647994,5.642852,5.652457
2019-12-20,96,1,5.647958,5.643658,5.651637
2019-12-21,96,1,5.644223,5.638456,5.652053
2019-12-22,96,1,5.647914,5.639215,5.658558
2019-12-23,96,1,5.647227,5.643408,5.653021
2019-12-24,92,0,5.646668,5.644650,5.649942
2019-12-25,79,0,5.647470,5.643324,5.652304
2019-12-26,66,0,5.647233,5.643367,5.651858
2019-12-27,82,0,5.649449,5.645053,5.654023
2019-12-28,80,0,5.647785,5.643287,5.652585
2019-12-29,73,0,5.649592,5.644735,5.652331
2019-12-30,74,0,5.648417,5.640071,5.654510
2019-12-31,95,0,5.646378,5.636165,5.660385
2020-01-01,60,0,5.647705,5.644479,5.650921
2020-01-02,96,1,5.647103,5.644344,5.652143
2020-01-03,96,1,5.647933,5.644659,5.652184
2020-01-04,96,1,5.647186,5.643566,5.651503
2020-01-05,96,1,5.649898,5.639747,5.657250
2020-01-06,96,1,5.650139,5.642667,5.654707
2020-01-07,96,1,5.647669,5.643566,5.652156
2020-01-08,96,1,5.646776,5.643533,5.651431
2020-01-09,96,1,5.646696,5.640559,5.651718
2020-01-10,96,1,5.645679,5.642572,5.651466
2020-01-11,96,1,5.648017,5.644627,5.651173
2020-01-12,96,1,5.646612,5.642578,5.651683
2020-01-13,96,1,5.648169,5.641614,5.653726
2020-01-14,96,1,5.647955,5.644309,5.652886
2020-01-15,96,1,5.646428,5.643044,5.650262
2020-01-16,96,1,5.648534,5.645281,5.651764
2020-01-17,96,1,5.649336,5.644132,5.652815
2020-01-18,96,1,5.646085,5.641996,5.650608
2020-01-19,96,1,5.647835,5.642114,5.652551
2020-01-20,96,1,5.646636,5.641955,5.653520
2020-01-21,96,1,5.647549,5.645005,5.651720
2020-01-22,96,1,5.647570,5.643367,5.653057
2020-01-23,96,1,5.646611,5.644333,5.650488
2020-01-24,96,1,5.648250,5.642994,5.652103
2020-01-25,96,1,5.648658,5.643201,5.653036
2020-01-26,96,1,5.647439,5.642193,5.653532
2020-01-27,96,1,5.647114,5.645139,5.649818
2020-01-28,96,1,5.647149,5.642459,5.651109
2020-01-29,96,1,5.647700,5.644086,5.652200
2020-01-30,96,1,5.645326,5.641853,5.651093
2020-01-31,96,1,5.648711,5.642049,5.653333
2020-02-01,96,1,5.645962,5.642495,5.650592
2020-02-02,96,1,5.645546,5.637266,5.654227
2020-02-03,96,1,5.647729,5.645536,5.649645
2020-02-04,96,1,5.646387,5.642799,5.650892
2020-02-05,96,1,5.648134,5.643967,5.650149
2020-02-06,96,1,5.646249,5.644324,5.649261
2020-02-07,96,1,5.647719,5.644865,5.650272
2020-02-08,96,1,5.646556,5.645985,5.648690
2020-02-09,96,1,5.647637,5.642521,5.653482
2020-02-10,96,1,5.646975,5.642944,5.652131
2020-02-11,96,1,5.646936,5.640382,5.653347
2020-02-12,96,1,5.648115,5.636066,5.657066
2020-02-13,96,1,5.648567,5.641936,5.654391
2020-02-14,96,1,5.649204,5.643414,5.652136
2020-02-15,96,1,5.647654,5.644275,5.649784
2020-02-16,96,1,5.649117,5.637399,5.660456
2020-02-17,96,1,5.648375,5.641443,5.653128
2020-02-18,96,1,5.648328,5.641611,5.653355
2020-02-19,96,1,5.646569,5.643014,5.649908
2020-02-20,96,1,5.649402,5.644833,5.651845
2020-02-21,96,1,5.647612,5.644973,5.650037
2020-02-22,96,1,5.647399,5.644443,5.650912
2020-02-23,96,1,5.648544,5.643774,5.651363
2020-02-24,96,1,5.647217,5.643901,5.651053
2020-02-25,96,1,5.646418,5.640274,5.652301
2020-02-26,96,1,5.648246,5.641514,5.654685
2020-02-27,96,1,5.646901,5.643239,5.652522
2020-02-28,96,1,5.646246,5.644652,5.650288
2020-02-29,96,1,5.646414,5.644555,5.648967
2020-03-01,96,1,5.646787,5.643130,5.653104
2020-03-02,96,1,5.647007,5.643623,5.650709
2020-03-03,96,1,5.648557,5.645686,5.651217
2020-03-04,96,1,5.647051,5.644961,5.649076
2020-03-05,96,1,5.646766,5.644026,5.649712
2020-03-06,96,1,5.647912,5.644867,5.650712
2020-03-07,96,1,5.648581,5.645668,5.650125
2020-03-08,96,1,5.647427,5.642445,5.650819
2020-03-09,96,1,5.646237,5.642477,5.650789
2020-03-10,96,1,5.648478,5.644395,5.650491
2020-03-11,96,1,5.647523,5.643580,5.652385
2020-03-12,73,0,5.647206,5.644102,5.649995
2020-03-13,14,0,5.649529,5.645400,5.652480
2020-03-14,14,0,5.647241,5.642313,5.649449
2020-03-15,42,0,5.646449,5.644344,5.648298
2020-03-16,16,0,5.648057,5.640601,5.651258
2020-03-17,96,1,5.647326,5.644042,5.651960
2020-03-18,96,1,5.648473,5.637583,5.661207
2020-03-19,96,1,5.646668,5.641861,5.651059
2020-03-20,96,1,5.648312,5.644559,5.650618
2020-03-21,96,1,5.649686,5.639094,5.658448
2020-03-22,96,1,5.641030,5.631764,5.652753
2020-03-23,96,1,5.644464,5.635359,5.655400
2020-03-24,96,1,5.646222,5.642027,5.650588
2020-03-25,96,1,5.647372,5.645088,5.650635
2020-03-26,96,1,5.648308,5.645408,5.649480
2020-03-27,96,1,5.647532,5.644018,5.651324
2020-03-28,96,1,5.646866,5.645272,5.650639
2020-03-29,96,1,5.648198,5.646346,5.650574
2020-03-30,96,1,5.647172,5.644123,5.650806
2020-03-31,96,1,5.647912,5.645888,5.649772
2020-04-01,96,1,5.649086,5.645583,5.651274
2020-04-02,96,1,5.647334,5.645004,5.649529
2020-04-03,96,1,5.647685,5.645505,5.649133
2020-04-04,96,1,5.645899,5.644427,5.648345
2020-04-05,96,1,5.648788,5.643359,5.652026
2020-04-06,94,0,5.647468,5.644088,5.650912
2020-04-07,96,1,5.646648,5.646006,5.648267
2020-04-08,96,1,5.646871,5.644859,5.649499
2020-04-09,96,1,5.648176,5.645317,5.650430
2020-04-10,96,1,5.647127,5.646069,5.649806
2020-04-11,96,1,5.647839,5.645727,5.649395
2020-04-12,96,1,5.645894,5.644704,5.646407
2020-04-13,96,1,5.647922,5.644914,5.649831
2020-04-14,96,1,5.646669,5.644929,5.650437
2020-04-15,96,1,5.646689,5.644797,5.648791
2020-04-16,96,1,5.647701,5.645637,5.649293
2020-04-17,96,1,5.647219,5.645570,5.650022
2020-04-18,96,1,5.647637,5.645927,5.649554
2020-04-19,96,1,5.648092,5.645792,5.650139
2020-04-20,96,1,5.646532,5.643987,5.649920
2020-04-21,96,1,5.647221,5.646107,5.649996
2020-04-22,96,1,5.647729,5.645596,5.648694
2020-04-23,96,1,5.646432,5.645583,5.648561
2020-04-24,96,1,5.647844,5.645865,5.649488
2020-04-25,96,1,5.648371,5.646567,5.649583
2020-04-26,96,1,5.647576,5.645644,5.648599
2020-04-27,96,1,5.646799,5.645638,5.648409
2020-04-28,96,1,5.647880,5.645768,5.649027
2020-04-29,96,1,5.647356,5.646300,5.648588
2020-04-30,96,1,5.646942,5.645194,5.649449
2020-05-01,96,1,5.646833,5.645109,5.648561
2020-05-02,96,1,5.645546,5.644284,5.650299
2020-05-03,96,1,5.646043,5.644284,5.650419
2020-05-04,96,1,5.646331,5.644878,5.648813
2020-05-05,96,1,5.648345,5.646432,5.649233
2020-05-06,96,1,5.648035,5.646785,5.649226
2020-05-07,96,1,5.647832,5.646421,5.649184
2020-05-08,96,1,5.646961,5.645513,5.648422
2020-05-09,96,1,5.647847,5.646324,5.648903
2020-05-10,96,1,5.647077,5.645452,5.649642
2020-05-11,96,1,5.647315,5.645351,5.649405
2020-05-12,96,1,5.647396,5.646064,5.648943
2020-05-13,96,1,5.646323,5.645217,5.648232
2020-05-14,96,1,5.647545,5.645754,5.648970
2020-05-15,96,1,5.647029,5.645024,5.649720
2020-05-16,96,1,5.647912,5.646091,5.649371
2020-05-17,96,1,5.646427,5.644824,5.649236
2020-05-18,96,1,5.648587,5.645060,5.649645
2020-05-19,96,1,5.647944,5.646878,5.649167
2020-05-20,96,1,5.646573,5.645716,5.648442
2020-05-21,96,1,5.647843,5.645637,5.649292
2020-05-22,96,1,5.647324,5.645751,5.648931
2020-05-23,96,1,5.647582,5.645773,5.649347
2020-05-24,96,1,5.648591,5.645573,5.649531
2020-05-25,96,1,5.645865,5.644648,5.648990
2020-05-26,96,1,5.647160,5.645082,5.650293
2020-05-27,96,1,5.646438,5.644865,5.648974
2020-05-28,96,1,5.648168,5.646146,5.650215
2020-05-29,96,1,5.647074,5.645936,5.648339
2020-05-30,96,1,5.647320,5.645311,5.649695
2020-05-31,96,1,5.647127,5.644595,5.648833
2020-06-01,96,1,5.647780,5.645315,5.649997
2020-06-02,96,1,5.646989,5.645822,5.648561
2020-06-03,96,1,5.647397,5.645575,5.648770
2020-06-04,96,1,5.646658,5.644861,5.648733
2020-06-05,96,1,5.648554,5.645943,5.649329
2020-06-06,96,1,5.647537,5.645414,5.648979
2020-06-07,95,0,5.646501,5.644378,5.649234
2020-06-08,96,1,5.647656,5.645657,5.650614
2020-06-09,96,1,5.648217,5.646204,5.650195
2020-06-10,96,1,5.647795,5.644894,5.650365
2020-06-11,96,1,5.647422,5.645650,5.649072
2020-06-12,96,1,5.647568,5.646352,5.650061
2020-06-13,96,1,5.647530,5.645952,5.649058
2020-06-14,96,1,5.648127,5.645931,5.649866
2020-06-15,96,1,5.648095,5.646439,5.649576
2020-06-16,96,1,5.647413,5.645116,5.649524
2020-06-17,96,1,5.647356,5.644554,5.649447
2020-06-18,96,1,5.647739,5.645059,5.649607
2020-06-19,96,1,5.648267,5.646227,5.650278
2020-06-20,96,1,5.647455,5.645761,5.649236
2020-06-21,96,1,5.648002,5.646000,5.649958
2020-06-22,96,1,5.646584,5.643864,5.649795
2020-06-23,96,1,5.647942,5.645831,5.649560
2020-06-24,96,1,5.647513,5.644641,5.649613
2020-06-25,96,1,5.647048,5.644418,5.650032
2020-06-26,96,1,5.647249,5.645330,5.649122
2020-06-27,96,1,5.647622,5.644728,5.649952
2020-06-28,96,1,5.645947,5.644729,5.648509
2020-06-29,96,1,5.647633,5.645276,5.650580
2020-06-30,96,1,5.647550,5.646976,5.648119
2020-07-01,96,1,5.648594,5.646683,5.649988
2020-07-02,96,1,5.648366,5.645779,5.649041
2020-07-03,96,1,5.646577,5.645471,5.649524
2020-07-04,96,1,5.647410,5.645326,5.649153
2020-07-05,96,1,5.646684,5.643350,5.650052
2020-07-06,96,1,5.646761,5.644260,5.650229
2020-07-07,96,1,5.647594,5.645501,5.648958
2020-07-08,96,1,5.648178,5.645574,5.650116
2020-07-09,96,1,5.647127,5.645259,5.649872
2020-07-10,96,1,5.647759,5.645204,5.649686
2020-07-11,96,1,5.647433,5.645514,5.649975
2020-07-12,96,1,5.647250,5.643732,5.650127
2020-07-13,96,1,5.646976,5.645190,5.650286
2020-07-14,96,1,5.647939,5.644621,5.649926
2020-07-15,96,1,5.646830,5.645416,5.648613
2020-07-16,96,1,5.646540,5.645558,5.648591
2020-07-17,96,1,5.645541,5.643871,5.648036
2020-07-18,96,1,5.646332,5.644398,5.649079
2020-07-19,96,1,5.646301,5.644657,5.648947
2020-07-20,96,1,5.647963,5.645730,5.649913
2020-07-21,96,1,5.648561,5.647741,5.649472
2020-07-22,96,1,5.647474,5.645615,5.649333
2020-07-23,96,1,5.647852,5.645427,5.649693
2020-07-24,96,1,5.648178,5.646450,5.650113
2020-07-25,96,1,5.647903,5.644548,5.650122
2020-07-26,96,1,5.648200,5.644812,5.652825
2020-07-27,96,1,5.648204,5.645082,5.650193
2020-07-28,96,1,5.646807,5.644941,5.649390
2020-07-29,96,1,5.647567,5.644269,5.650680
2020-07-30,96,1,5.647137,5.644941,5.650573
2020-07-31,96,1,5.647508,5.644836,5.650635
2020-08-01,96,1,5.649556,5.645048,5.651336
2020-08-02,96,1,5.647034,5.645016,5.649466
2020-08-03,96,1,5.646412,5.643881,5.649062
2020-08-04,96,1,5.646723,5.645512,5.647796
2020-08-05,96,1,5.647163,5.645440,5.649672
2020-08-06,96,1,5.648021,5.644308,5.650133
2020-08-07,96,1,5.647035,5.645006,5.649272
2020-08-08,96,1,5.648377,5.644957,5.650393
2020-08-09,96,1,5.646172,5.641815,5.650393
2020-08-10,95,0,5.647476,5.645353,5.650924
2020-08-11,96,1,5.647232,5.644610,5.649781
2020-08-12,96,1,5.647139,5.645121,5.649203
2020-08-13,96,1,5.650247,5.646478,5.650596
2020-08-14,96,1,5.647101,5.645869,5.648230
2020-08-15,96,1,5.647278,5.645613,5.649425
2020-08-16,96,1,5.648082,5.645190,5.649869
2020-08-17,96,1,5.646692,5.644909,5.650183
2020-08-18,96,1,5.647270,5.644514,5.650340
2020-08-19,96,1,5.647013,5.644969,5.649798
2020-08-20,96,1,5.647644,5.644570,5.650475
2020-08-21,96,1,5.647495,5.643964,5.650146
2020-08-22,96,1,5.647260,5.644408,5.649424
2020-08-23,96,1,5.646427,5.643345,5.650548
2020-08-24,96,1,5.647526,5.644270,5.650783
2020-08-25,96,1,5.647574,5.645227,5.650499
2020-08-26,96,1,5.647400,5.646760,5.648830
2020-08-27,96,1,5.647442,5.643695,5.651573
2020-08-28,96,1,5.646838,5.644869,5.650173
2020-08-29,96,1,5.646517,5.644478,5.650393
2020-08-30,96,1,5.648884,5.645657,5.652774
2020-08-31,96,1,5.647011,5.643028,5.651057
2020-09-01,96,1,5.648395,5.644382,5.649660
2020-09-02,96,1,5.648006,5.645783,5.649927
2020-09-03,96,1,5.645841,5.643186,5.650412
2020-09-04,96,1,5.648448,5.645338,5.650499
2020-09-05,96,1,5.647220,5.644175,5.649581
2020-09-06,96,1,5.647974,5.646298,5.650066
2020-09-07,96,1,5.646584,5.643697,5.649994
2020-09-08,96,1,5.646863,5.644414,5.648499
2020-09-09,96,1,5.648094,5.644994,5.650102
2020-09-10,96,1,5.647290,5.645782,5.650012
2020-09-11,96,1,5.648392,5.644972,5.650575
2020-09-12,96,1,5.647807,5.646416,5.650092
2020-09-13,96,1,5.647498,5.645317,5.649606
2020-09-14,96,1,5.647059,5.644917,5.649259
2020-09-15,95,0,5.648079,5.645940,5.650332
2020-09-16,96,1,5.647036,5.645025,5.649421
2020-09-17,96,1,5.647374,5.645006,5.648675
2020-09-18,96,1,5.647193,5.645276,5.649124
2020-09-19,96,1,5.648356,5.646143,5.649795
2020-09-20,96,1,5.647440,5.645508,5.649362
2020-09-21,96,1,5.646880,5.645212,5.649669
2020-09-22,96,1,5.647275,5.645927,5.648998
2020-09-23,96,1,5.647978,5.646178,5.649536
2020-09-24,96,1,5.647499,5.645124,5.649575
2020-09-25,96,1,5.648313,5.646480,5.649344
2020-09-26,96,1,5.647588,5.645844,5.649094
2020-09-27,96,1,5.647244,5.645612,5.651199
2020-09-28,96,1,5.647988,5.646052,5.650561
2020-09-29,96,1,5.648011,5.645216,5.649877
2020-09-30,96,1,5.646919,5.645138,5.648712
2020-10-01,96,1,5.646996,5.645248,5.648803
2020-10-02,96,1,5.647162,5.645293,5.649591
2020-10-03,96,1,5.648452,5.646351,5.648680
2020-10-04,96,1,5.648561,5.645788,5.648963
2020-10-05,96,1,5.648189,5.644610,5.650985
2020-10-06,96,1,5.646147,5.644767,5.649034
2020-10-07,96,1,5.648561,5.645412,5.649575
2020-10-08,96,1,5.647474,5.645879,5.649587
2020-10-09,96,1,5.646371,5.644725,5.648545
2020-10-10,96,1,5.647803,5.645501,5.649298
2020-10-11,96,1,5.647051,5.644472,5.649351
2020-10-12,96,1,5.648314,5.646089,5.650867
2020-10-13,96,1,5.646929,5.644302,5.650557
2020-10-14,96,1,5.647040,5.644630,5.649559
2020-10-15,96,1,5.648675,5.646119,5.650584
2020-10-16,96,1,5.648267,5.646584,5.650432
2020-10-17,96,1,5.647873,5.645467,5.649697
2020-10-18,96,1,5.645293,5.644878,5.648962
2020-10-19,96,1,5.646845,5.644177,5.649419
2020-10-20,96,1,5.646543,5.645305,5.648066
2020-10-21,96,1,5.647323,5.644635,5.650482
2020-10-22,96,1,5.646920,5.644904,5.649155
2020-10-23,96,1,5.647795,5.645094,5.650335
2020-10-24,96,1,5.647886,5.646233,5.650313
2020-10-25,96,1,5.647860,5.643828,5.651543
2020-10-26,96,1,5.648671,5.645419,5.651038
2020-10-27,96,1,5.647235,5.644096,5.649393
2020-10-28,96,1,5.647867,5.644200,5.651138
2020-10-29,96,1,5.647873,5.645170,5.651035
2020-10-30,96,1,5.647013,5.644659,5.650177
2020-10-31,96,1,5.648837,5.645597,5.650583
2020-11-01,96,1,5.650238,5.644856,5.652765
2020-11-02,96,1,5.646464,5.643331,5.650824
2020-11-03,96,1,5.646295,5.645075,5.649421
2020-11-04,96,1,5.647243,5.644484,5.649771
2020-11-05,96,1,5.647118,5.644718,5.650437
2020-11-06,96,1,5.647058,5.644639,5.650363
2020-11-07,96,1,5.649605,5.645672,5.652975
2020-11-08,96,1,5.646593,5.639345,5.651721
2020-11-09,96,1,5.646146,5.642104,5.650295
2020-11-10,96,1,5.649146,5.643431,5.653359
2020-11-11,96,1,5.648258,5.645496,5.650867
2020-11-12,95,0,5.647641,5.644115,5.650407
2020-11-13,96,1,5.644995,5.644121,5.650160
2020-11-14,96,1,5.647346,5.645050,5.650103
2020-11-15,96,1,5.647393,5.644082,5.652501
2020-11-16,96,1,5.646319,5.642325,5.652916
2020-11-17,96,1,5.649677,5.645126,5.652403
2020-11-18,96,1,5.647762,5.644936,5.651525
2020-11-19,96,1,5.648692,5.645310,5.651088
2020-11-20,96,1,5.647458,5.644334,5.651725
2020-11-21,96,1,5.648032,5.644442,5.651479
2020-11-22,96,1,5.647523,5.644231,5.651880
2020-11-23,96,1,5.646780,5.643159,5.652871
2020-11-24,96,1,5.645951,5.643406,5.650925
2020-11-25,96,1,5.647969,5.644616,5.650931
2020-11-26,96,1,5.648134,5.641106,5.653582
2020-11-27,96,1,5.647189,5.638454,5.653806
2020-11-28,96,1,5.647997,5.643757,5.652708
2020-11-29,96,1,5.648276,5.643891,5.654334
2020-11-30,96,1,5.647778,5.644132,5.651875
2020-12-01,96,1,5.645988,5.643247,5.650515
2020-12-02,96,1,5.646684,5.644206,5.650637
