date,n,complete,kappa_median_m,kappa_q25_m,kappa_q75_m
2020-12-03,96,1,5.648135,5.644037,5.651136
2020-12-04,96,1,5.648723,5.645157,5.651552
2020-12-05,96,1,5.647494,5.643540,5.651079
2020-12-06,96,1,5.647716,5.642730,5.651101
2020-12-07,96,1,5.646337,5.643131,5.650301
2020-12-08,94,0,5.646116,5.643604,5.650255
2020-12-09,96,1,5.647523,5.644300,5.650937
2020-12-10,96,1,5.647062,5.643764,5.651298
2020-12-11,96,1,5.647916,5.643517,5.650227
2020-12-12,96,1,5.648784,5.642677,5.656001
2020-12-13,96,1,5.642810,5.638102,5.656783
2020-12-14,96,1,5.647018,5.642572,5.651502
2020-12-15,96,1,5.647747,5.643484,5.652173
2020-12-16,96,1,5.647216,5.643645,5.650612
2020-12-17,96,1,5.647769,5.643573,5.651560
2020-12-18,96,1,5.647763,5.644001,5.653112
2020-12-19,96,1,5.649128,5.641497,5.654157
2020-12-20,96,1,5.644692,5.637357,5.655063
2020-12-21,96,1,5.647757,5.642447,5.652269
2020-12-22,96,1,5.647673,5.644284,5.650554
2020-12-23,96,1,5.647610,5.643463,5.650982
2020-12-24,96,1,5.646651,5.644197,5.650147
2020-12-25,96,1,5.647228,5.645483,5.648486
2020-12-26,96,1,5.646702,5.643218,5.650588
2020-12-27,96,1,5.647470,5.636582,5.652300
2020-12-28,96,1,5.646100,5.639922,5.652304
2020-12-29,96,1,5.646842,5.643066,5.651257
2020-12-30,96,1,5.647470,5.645091,5.650007
2020-12-31,96,1,5.647803,5.645119,5.651219
2021-01-01,96,1,5.646651,5.641063,5.653157
2021-01-02,96,1,5.645911,5.643198,5.650252
2021-01-03,96,1,5.647376,5.637476,5.655705
2021-01-04,96,1,5.646860,5.645092,5.650115
2021-01-05,96,1,5.647579,5.643827,5.649604
2021-01-06,96,1,5.648523,5.644003,5.651877
2021-01-07,95,0,5.647320,5.643511,5.650589
2021-01-08,96,1,5.647154,5.644742,5.650756
2021-01-09,96,1,5.645762,5.644043,5.649974
2021-01-10,96,1,5.645945,5.643090,5.652921
2021-01-11,96,1,5.646077,5.642303,5.650730
2021-01-12,96,1,5.648006,5.643625,5.651369
2021-01-13,96,1,5.649183,5.646667,5.651405
2021-01-14,96,1,5.648159,5.645166,5.651716
2021-01-15,96,1,5.648117,5.642955,5.651433
2021-01-16,96,1,5.647579,5.643977,5.650578
2021-01-17,96,1,5.648498,5.644800,5.651560
2021-01-18,96,1,5.647652,5.643599,5.651560
2021-01-19,96,1,5.648041,5.644717,5.651436
2021-01-20,78,0,5.647315,5.643276,5.651709
2021-01-25,51,0,5.647470,5.645159,5.649228
2021-01-27,19,0,5.647854,5.631183,5.658898
2021-01-29,79,0,5.643712,5.632615,5.655603
2021-01-30,80,0,5.648537,5.644754,5.650787
2021-01-31,95,0,5.647854,5.644376,5.651519
2021-02-01,46,0,5.641287,5.639512,5.654151
2021-02-02,96,1,5.645111,5.638679,5.650397
2021-02-03,95,0,5.648973,5.641293,5.655709
2021-02-04,96,1,5.648130,5.642032,5.652199
2021-02-05,96,1,5.647202,5.643826,5.650343
2021-02-06,96,1,5.647243,5.643623,5.652705
2021-02-07,96,1,5.649396,5.646235,5.652100
2021-02-08,96,1,5.646052,5.644234,5.649917
2021-02-09,96,1,5.649278,5.644232,5.651440
2021-02-10,96,1,5.646037,5.644384,5.649805
2021-02-11,96,1,5.646948,5.644459,5.650114
2021-02-12,96,1,5.646995,5.644125,5.650456
2021-02-13,96,1,5.647681,5.644602,5.651455
2021-02-14,96,1,5.646421,5.636983,5.655000
2021-02-15,96,1,5.647058,5.645046,5.650059
2021-02-16,96,1,5.647709,5.644558,5.650566
2021-02-17,96,1,5.647467,5.643467,5.651023
2021-02-18,96,1,5.647290,5.643030,5.649278
2021-02-19,96,1,5.647343,5.645581,5.648764
2021-02-20,96,1,5.647588,5.645754,5.650482
2021-02-21,96,1,5.647457,5.642476,5.651483
2021-02-22,96,1,5.645408,5.642454,5.649768
2021-02-23,96,1,5.648740,5.645293,5.651040
2021-02-24,96,1,5.646835,5.645327,5.649369
2021-02-25,96,1,5.647807,5.645317,5.650442
2021-02-26,96,1,5.647400,5.644611,5.650628
2021-02-27,96,1,5.647575,5.645197,5.649757
2021-02-28,96,1,5.646748,5.642987,5.649078
2021-03-01,94,0,5.647168,5.644152,5.650533
2021-03-02,96,1,5.647015,5.644573,5.649523
2021-03-03,96,1,5.647437,5.644512,5.649699
2021-03-04,84,0,5.647275,5.645725,5.650036
2021-03-05,78,0,5.646859,5.645248,5.649495
2021-03-06,96,1,5.648145,5.645671,5.649841
2021-03-07,96,1,5.648327,5.644057,5.651009
2021-03-08,96,1,5.648127,5.645298,5.650331
2021-03-09,96,1,5.647172,5.645469,5.649607
2021-03-10,96,1,5.647736,5.645961,5.649293
2021-03-11,96,1,5.647527,5.645558,5.648882
2021-03-12,96,1,5.648167,5.645702,5.649608
2021-03-13,96,1,5.647301,5.645728,5.649548
2021-03-14,96,1,5.649278,5.644618,5.651671
2021-03-15,96,1,5.646674,5.643887,5.649992
2021-03-16,96,1,5.646367,5.645673,5.648002
2021-03-17,96,1,5.646677,5.644924,5.648958
2021-03-18,96,1,5.646801,5.644186,5.650374
2021-03-19,96,1,5.647758,5.645984,5.649410
2021-03-20,96,1,5.648004,5.646214,5.650506
2021-03-21,96,1,5.646246,5.642641,5.651420
2021-03-22,96,1,5.646748,5.643958,5.650427
2021-03-23,96,1,5.648030,5.645412,5.649706
2021-03-24,96,1,5.646771,5.645104,5.649216
2021-03-25,96,1,5.647665,5.645591,5.648957
2021-03-26,96,1,5.647391,5.645254,5.649829
2021-03-27,96,1,5.646339,5.645618,5.647614
2021-03-28,96,1,5.650020,5.646339,5.651662
2021-03-29,96,1,5.649657,5.646605,5.651647
2021-03-30,96,1,5.646808,5.644817,5.649616
2021-03-31,96,1,5.648294,5.645137,5.649800
2021-04-01,96,1,5.647328,5.645878,5.649441
2021-04-02,96,1,5.647786,5.646167,5.649466
2021-04-03,96,1,5.647234,5.645341,5.649120
2021-04-04,96,1,5.646737,5.643132,5.649780
2021-04-05,96,1,5.647500,5.645004,5.650287
2021-04-06,96,1,5.648144,5.646023,5.649966
2021-04-07,96,1,5.647968,5.645468,5.649184
2021-04-08,96,1,5.646616,5.645653,5.647678
2021-04-09,96,1,5.647536,5.646284,5.649008
2021-04-10,96,1,5.647932,5.645296,5.649825
2021-04-11,96,1,5.647681,5.646335,5.649625
2021-04-12,96,1,5.647052,5.644933,5.649234
2021-04-13,96,1,5.646709,5.645223,5.648357
2021-04-14,96,1,5.646177,5.644906,5.648547
2021-04-15,96,1,5.648428,5.646494,5.648968
2021-04-16,96,1,5.647796,5.646556,5.649086
2021-04-17,96,1,5.646939,5.644772,5.649744
2021-04-18,96,1,5.647470,5.644565,5.650300
2021-04-19,96,1,5.648116,5.645184,5.650063
2021-04-20,96,1,5.647763,5.645999,5.649523
2021-04-21,96,1,5.646995,5.646547,5.648258
2021-04-22,96,1,5.646785,5.645568,5.648800
2021-04-23,96,1,5.647529,5.641787,5.650066
2021-04-24,96,1,5.647500,5.645638,5.648561
2021-04-25,9,0,5.649235,5.648677,5.649383
2021-04-27,2,0,5.647819,5.647266,5.648373
2021-04-28,1,0,5.645277,5.645277,5.645277
2021-04-29,20,0,5.646082,5.645981,5.649524
2021-04-30,30,0,5.647542,5.645870,5.648832
2021-05-03,24,0,5.647168,5.645462,5.649342
2021-05-04,96,1,5.647667,5.644867,5.648819
2021-05-05,96,1,5.647239,5.646224,5.648910
2021-05-06,96,1,5.647476,5.646342,5.649771
2021-05-07,96,1,5.647847,5.646435,5.649930
2021-05-08,96,1,5.646962,5.645233,5.648968
2021-05-09,96,1,5.647527,5.644705,5.648794
2021-05-10,96,1,5.647984,5.644954,5.649645
2021-05-11,96,1,5.647288,5.646125,5.649123
2021-05-12,96,1,5.647972,5.646301,5.649123
2021-05-13,96,1,5.647081,5.646152,5.649248
2021-05-14,96,1,5.649693,5.648027,5.650165
2021-05-15,96,1,5.649169,5.648316,5.649797
2021-05-16,96,1,5.646825,5.645153,5.648573
2021-05-17,96,1,5.646920,5.645208,5.649733
2021-05-18,96,1,5.647768,5.645666,5.649543
2021-05-19,96,1,5.649359,5.647253,5.650213
2021-05-20,96,1,5.647595,5.646204,5.649474
2021-05-21,96,1,5.647235,5.645918,5.648590
2021-05-22,96,1,5.647894,5.645788,5.649434
2021-05-23,96,1,5.647847,5.645769,5.649524
2021-05-24,96,1,5.648208,5.645581,5.650428
2021-05-25,96,1,5.648346,5.646192,5.650126
2021-05-26,96,1,5.647523,5.645280,5.649777
2021-05-27,96,1,5.647738,5.645242,5.649247
2021-05-28,96,1,5.647649,5.645730,5.649567
2021-05-29,96,1,5.647518,5.645582,5.649167
2021-05-30,96,1,5.648367,5.645761,5.651009
2021-05-31,96,1,5.647303,5.644783,5.649777
2021-06-01,96,1,5.646969,5.644841,5.649722
2021-06-02,96,1,5.646146,5.644961,5.648365
2021-06-03,96,1,5.647927,5.646139,5.649619
2021-06-04,96,1,5.647792,5.645787,5.649871
2021-06-05,96,1,5.647514,5.646193,5.649221
2021-06-06,96,1,5.646825,5.644500,5.649246
2021-06-07,96,1,5.647684,5.645850,5.649678
2021-06-08,96,1,5.647649,5.646167,5.649274
2021-06-09,95,0,5.647814,5.645631,5.649094
2021-06-10,96,1,5.647932,5.646538,5.649039
2021-06-11,96,1,5.648126,5.646764,5.649427
2021-06-12,96,1,5.647338,5.645877,5.648975
2021-06-13,96,1,5.648026,5.645168,5.651314
2021-06-14,96,1,5.647781,5.645474,5.649715
2021-06-15,96,1,5.647865,5.646645,5.649559
2021-06-16,96,1,5.647895,5.646446,5.649162
2021-06-17,96,1,5.648030,5.646645,5.649175
2021-06-18,96,1,5.647338,5.645553,5.648754
2021-06-19,96,1,5.647663,5.645547,5.649570
2021-06-20,96,1,5.645516,5.643324,5.651261
2021-06-21,96,1,5.647972,5.645185,5.650022
2021-06-22,96,1,5.647834,5.645644,5.649274
2021-06-23,96,1,5.649000,5.646923,5.649916
2021-06-24,96,1,5.647744,5.645754,5.650304
2021-06-25,96,1,5.647647,5.645876,5.649670
2021-06-26,96,1,5.647961,5.645551,5.650131
2021-06-27,96,1,5.647101,5.644581,5.653366
2021-06-28,96,1,5.646685,5.644292,5.649534
2021-06-29,96,1,5.647282,5.645106,5.648675
2021-06-30,96,1,5.646929,5.645716,5.648561
2021-07-01,96,1,5.648514,5.646535,5.649726
2021-07-02,96,1,5.648305,5.646822,5.649056
2021-07-03,96,1,5.647789,5.646202,5.648547
2021-07-04,96,1,5.646431,5.645041,5.649139
2021-07-05,96,1,5.647252,5.644657,5.649962
2021-07-06,96,1,5.648025,5.644785,5.650259
2021-07-07,96,1,5.646442,5.645413,5.647904
2021-07-08,96,1,5.644814,5.644663,5.645240
2021-07-09,96,1,5.646673,5.645428,5.648293
2021-07-10,96,1,5.647091,5.644694,5.649007
2021-07-11,96,1,5.645576,5.641172,5.650527
2021-07-12,96,1,5.648088,5.645173,5.650892
2021-07-13,96,1,5.647270,5.645356,5.649662
2021-07-14,96,1,5.647114,5.645693,5.649225
2021-07-15,17,0,5.647793,5.645648,5.648789
2021-07-20,94,0,5.647170,5.644653,5.649840
2021-07-21,96,1,5.647538,5.646158,5.649540
2021-07-22,58,0,5.646885,5.644789,5.649084
2021-07-23,96,1,5.647833,5.645361,5.650449
2021-07-24,96,1,5.647723,5.645960,5.649345
2021-07-25,96,1,5.647350,5.645798,5.649779
2021-07-26,96,1,5.647505,5.644402,5.650951
2021-07-27,96,1,5.647720,5.645842,5.649799
2021-07-28,96,1,5.647721,5.644683,5.649790
2021-07-29,96,1,5.647162,5.645375,5.649669
2021-07-30,96,1,5.646826,5.644933,5.650700
2021-07-31,96,1,5.648821,5.645872,5.650647
2021-08-01,96,1,5.647667,5.643332,5.651639
2021-08-02,96,1,5.646641,5.643882,5.650109
2021-08-03,96,1,5.646984,5.644293,5.649396
2021-08-04,96,1,5.648725,5.644453,5.650058
2021-08-05,96,1,5.647195,5.643735,5.650449
2021-08-06,96,1,5.647313,5.644805,5.649692
2021-08-07,96,1,5.646959,5.644106,5.650306
2021-08-08,96,1,5.647228,5.643858,5.651206
2021-08-09,96,1,5.647095,5.644698,5.650557
2021-08-10,96,1,5.647634,5.646180,5.651548
2021-08-11,96,1,5.648609,5.645937,5.650468
2021-08-12,96,1,5.647233,5.643795,5.650503
2021-08-13,96,1,5.648316,5.644132,5.653318
2021-08-14,96,1,5.648798,5.641672,5.654042
2021-08-15,59,0,5.647817,5.645441,5.649552
2021-08-16,56,0,5.646712,5.642648,5.651822
2021-08-17,96,1,5.646155,5.641443,5.650467
2021-08-18,96,1,5.645069,5.640266,5.651431
2021-08-19,96,1,5.646920,5.641541,5.650092
2021-08-20,96,1,5.646853,5.644106,5.649774
2021-08-21,96,1,5.646481,5.643863,5.650040
2021-08-22,96,1,5.646314,5.640397,5.655066
2021-08-23,96,1,5.648682,5.644603,5.652166
2021-08-24,96,1,5.647719,5.644366,5.649560
2021-08-25,96,1,5.647366,5.644573,5.651082
2021-08-26,96,1,5.647001,5.644932,5.649672
2021-08-27,96,1,5.647421,5.645074,5.649443
2021-08-28,96,1,5.647939,5.644657,5.650592
2021-08-29,96,1,5.647424,5.644600,5.652864
2021-08-30,96,1,5.647276,5.642250,5.651371
2021-08-31,96,1,5.647546,5.644440,5.650526
2021-09-01,96,1,5.648159,5.644644,5.651566
2021-09-02,96,1,5.648075,5.645365,5.649915
2021-09-03,96,1,5.647125,5.644370,5.650212
2021-09-04,96,1,5.648040,5.645718,5.651362
2021-09-05,96,1,5.648278,5.645895,5.651253
2021-09-06,96,1,5.648985,5.644918,5.650091
2021-09-07,96,1,5.647164,5.644611,5.650151
2021-09-08,96,1,5.647681,5.645934,5.650055
2021-09-09,96,1,5.647268,5.646302,5.648908
2021-09-10,96,1,5.648689,5.646664,5.649482
2021-09-11,96,1,5.647195,5.644462,5.649242
2021-09-12,96,1,5.647633,5.643524,5.651165
2021-09-13,96,1,5.647685,5.645128,5.650224
2021-09-14,96,1,5.647212,5.645328,5.649524
2021-09-15,96,1,5.647565,5.644753,5.649776
2021-09-16,96,1,5.647593,5.645862,5.649751
2021-09-17,96,1,5.648555,5.646049,5.649932
2021-09-18,96,1,5.647228,5.645593,5.649525
2021-09-19,96,1,5.647289,5.645508,5.649644
2021-09-20,96,1,5.646975,5.645311,5.649620
2021-09-21,96,1,5.647901,5.645509,5.650285
2021-09-22,96,1,5.647852,5.645644,5.649397
2021-09-23,96,1,5.646210,5.645221,5.649452
2021-09-24,96,1,5.647484,5.644801,5.649520
2021-09-25,96,1,5.647898,5.645435,5.649321
2021-09-26,96,1,5.648126,5.645412,5.649796
2021-09-27,96,1,5.647251,5.645122,5.648873
2021-09-28,94,0,5.647022,5.645819,5.649060
2021-09-29,96,1,5.646800,5.644756,5.648825
2021-09-30,96,1,5.646935,5.645025,5.649153
2021-10-01,96,1,5.647425,5.645139,5.649535
2021-10-02,96,1,5.647961,5.644827,5.649502
2021-10-03,96,1,5.646681,5.644078,5.650313
2021-10-04,96,1,5.648092,5.644583,5.650005
2021-10-05,96,1,5.648196,5.646356,5.649820
2021-10-06,96,1,5.647442,5.645907,5.649317
2021-10-07,96,1,5.648866,5.645230,5.861923
2021-10-08,96,1,5.863801,5.862934,5.865457
2021-10-09,96,1,5.865912,5.863345,5.867813
2021-10-10,96,1,5.865502,5.863085,5.868037
2021-10-11,96,1,5.865140,5.863192,5.867516
2021-10-12,96,1,5.864271,5.862209,5.866656
2021-10-13,96,1,5.865727,5.863007,5.868603
2021-10-14,96,1,5.863000,5.862831,5.863361
2021-10-15,96,1,5.866384,5.863425,5.868033
2021-10-16,96,1,5.865216,5.862725,5.866956
2021-10-17,96,1,5.865252,5.861900,5.868766
2021-10-18,96,1,5.866226,5.863646,5.868938
2021-10-19,96,1,5.863981,5.861865,5.866910
2021-10-20,96,1,5.864763,5.862313,5.867155
2021-10-21,96,1,5.865431,5.862971,5.867405
2021-10-22,96,1,5.864624,5.863124,5.867622
2021-10-23,96,1,5.866079,5.862596,5.867632
2021-10-24,96,1,5.865168,5.862690,5.868134
2021-10-25,96,1,5.865602,5.862432,5.868661
2021-10-26,96,1,5.864940,5.861118,5.867593
2021-10-27,96,1,5.865597,5.862765,5.867277
2021-10-28,96,1,5.864817,5.862604,5.868706
2021-10-29,96,1,5.865565,5.862234,5.867980
2021-10-30,96,1,5.865573,5.862408,5.868582
2021-10-31,96,1,5.865043,5.862007,5.869015
2021-11-01,96,1,5.864666,5.859244,5.869049
2021-11-02,96,1,5.864798,5.862594,5.866644
2021-11-03,96,1,5.864720,5.862446,5.867162
2021-11-04,96,1,5.865448,5.860292,5.868638
2021-11-05,96,1,5.865131,5.862042,5.867345
2021-11-06,96,1,5.864414,5.862715,5.867640
2021-11-07,96,1,5.863826,5.861725,5.867480
2021-11-08,96,1,5.865996,5.862922,5.868339
2021-11-09,96,1,5.864689,5.862602,5.866953
2021-11-10,96,1,5.865035,5.862089,5.869196
2021-11-11,96,1,5.865072,5.860911,5.869255
2021-11-12,96,1,5.865038,5.860243,5.868607
2021-11-13,96,1,5.864973,5.858948,5.869711
2021-11-14,96,1,5.863920,5.860941,5.869351
2021-11-15,96,1,5.864966,5.861009,5.869468
2021-11-16,96,1,5.865416,5.863418,5.866945
2021-11-17,96,1,5.864484,5.860405,5.868633
2021-11-18,96,1,5.866149,5.862738,5.868485
2021-11-19,96,1,5.866538,5.858969,5.869581
2021-11-20,96,1,5.865803,5.860085,5.870086
2021-11-21,96,1,5.865091,5.860492,5.868627
2021-11-22,96,1,5.865718,5.862349,5.868076
2021-11-23,96,1,5.866506,5.860901,5.870180
2021-11-24,96,1,5.865528,5.860392,5.869319
2021-11-25,96,1,5.864763,5.860703,5.868975
2021-11-26,96,1,5.863788,5.857132,5.870614
2021-11-27,96,1,5.865672,5.861478,5.868024
2021-11-28,96,1,5.865215,5.860128,5.871217
2021-11-29,96,1,5.865098,5.862498,5.866831
2021-11-30,96,1,5.865139,5.859408,5.867669
2021-12-01,96,1,5.863029,5.858594,5.869245
2021-12-02,96,1,5.864436,5.860991,5.868309
2021-12-03,96,1,5.864591,5.861991,5.867863
2021-12-04,96,1,5.866130,5.862330,5.868233
2021-12-05,96,1,5.865358,5.856651,5.872362
2021-12-06,96,1,5.864977,5.862370,5.867874
2021-12-07,96,1,5.865318,5.860567,5.868582
2021-12-08,96,1,5.865497,5.861957,5.868493
2021-12-09,96,1,5.864892,5.861177,5.868481
2021-12-10,96,1,5.865674,5.861053,5.870062
2021-12-11,96,1,5.865700,5.859906,5.869046
2021-12-12,96,1,5.865324,5.859253,5.872858
2021-12-13,96,1,5.866387,5.863370,5.869918
2021-12-14,96,1,5.863961,5.860513,5.869585
2021-12-15,96,1,5.865063,5.861692,5.871202
2021-12-16,96,1,5.865488,5.860616,5.867934
2021-12-17,96,1,5.866083,5.861213,5.869645
2021-12-18,96,1,5.865168,5.861312,5.870910
2021-12-19,96,1,5.864376,5.856368,5.872823
2021-12-20,96,1,5.864972,5.859669,5.871740
2021-12-21,96,1,5.867438,5.862855,5.871221
2021-12-22,96,1,5.866440,5.861540,5.869438
2021-12-23,96,1,5.864705,5.862798,5.870561
2021-12-24,72,0,5.867006,5.861274,5.870188
2021-12-26,37,0,5.862365,5.847951,5.869641
2021-12-27,96,1,5.863154,5.856981,5.869346
2021-12-28,96,1,5.861220,5.852923,5.871418
2021-12-29,96,1,5.865285,5.862047,5.870103
2021-12-30,96,1,5.864869,5.861092,5.867834
2021-12-31,96,1,5.868214,5.854595,5.876679
2022-01-03,93,0,5.870011,5.850385,5.890153
2022-01-04,96,1,5.866955,5.821018,5.920177
2022-01-05,96,1,5.858900,5.847277,5.876683
2022-01-06,96,1,5.869608,5.855455,5.878684
2022-01-07,96,1,5.864621,5.857258,5.870671
2022-01-08,96,1,5.864348,5.860343,5.867083
2022-01-09,96,1,5.864357,5.861399,5.868666
2022-01-10,96,1,5.866108,5.860560,5.869792
2022-01-11,96,1,5.865654,5.862882,5.871004
2022-01-12,96,1,5.865973,5.863593,5.872148
2022-01-13,96,1,5.865154,5.862418,5.869199
2022-01-14,96,1,5.866043,5.862666,5.868788
2022-01-15,96,1,5.865178,5.862555,5.868841
2022-01-16,96,1,5.864915,5.860492,5.869478
2022-01-17,96,1,5.866516,5.862024,5.868828
2022-01-18,96,1,5.865197,5.862654,5.867651
2022-01-19,96,1,5.864886,5.863057,5.867673
2022-01-20,17,0,5.865416,5.863598,5.868630
2022-01-22,39,0,5.864356,5.862900,5.866745
2022-01-23,1,0,5.860928,5.860928,5.860928
2022-01-27,50,0,5.866256,5.863575,5.868090
2022-01-28,96,1,5.866150,5.864152,5.867744
2022-01-29,96,1,5.865707,5.864172,5.867197
2022-01-30,96,1,5.864381,5.861166,5.867614
2022-01-31,96,1,5.864613,5.860546,5.867121
2022-02-01,96,1,5.865188,5.862043,5.867314
2022-02-02,96,1,5.866399,5.864824,5.868904
2022-02-03,96,1,5.865258,5.862908,5.867217
2022-02-04,96,1,5.866058,5.863708,5.868447
2022-02-05,96,1,5.866813,5.862596,5.868327
2022-02-06,96,1,5.865268,5.861991,5.868749
2022-02-07,96,1,5.863996,5.859072,5.868841
2022-02-08,96,1,5.866140,5.861525,5.870390
2022-02-09,96,1,5.865735,5.863112,5.868262
2022-02-10,96,1,5.865954,5.859938,5.866984
2022-02-11,96,1,5.864877,5.862514,5.866562
2022-02-12,96,1,5.864490,5.862332,5.867968
2022-02-13,96,1,5.866144,5.858479,5.869721
2022-02-14,96,1,5.865691,5.863121,5.867762
2022-02-15,96,1,5.862677,5.860952,5.865433
2022-02-16,96,1,5.865430,5.862383,5.869278
2022-02-17,96,1,5.864742,5.864184,5.866351
2022-02-18,96,1,5.865374,5.861294,5.868381
2022-02-19,96,1,5.864579,5.860361,5.868728
2022-02-20,96,1,5.864832,5.859072,5.869853
2022-02-21,96,1,5.866174,5.862040,5.868535
2022-02-22,96,1,5.864905,5.862910,5.867785
2022-02-23,96,1,5.864571,5.861644,5.868203
2022-02-24,96,1,5.864430,5.861071,5.868725
2022-02-25,96,1,5.865889,5.861717,5.868527
2022-02-26,96,1,5.867631,5.863011,5.868497
2022-02-27,96,1,5.865523,5.862246,5.868161
2022-02-28,96,1,5.864784,5.862789,5.867293
2022-03-01,96,1,5.864906,5.863048,5.868806
2022-03-02,96,1,5.864532,5.861980,5.867116
2022-03-03,96,1,5.865228,5.862107,5.867554
2022-03-04,96,1,5.865758,5.864613,5.866579
2022-03-05,96,1,5.866461,5.861783,5.869791
2022-03-06,96,1,5.864274,5.856111,5.873103
2022-03-07,96,1,5.866651,5.861985,5.870025
2022-03-08,96,1,5.865325,5.863300,5.866865
2022-03-09,96,1,5.865680,5.863182,5.867200
2022-03-10,96,1,5.865216,5.863055,5.868251
2022-03-11,96,1,5.865057,5.863177,5.867736
2022-03-12,96,1,5.864662,5.862789,5.867025
2022-03-13,96,1,5.864825,5.862402,5.867685
2022-03-14,96,1,5.865839,5.863053,5.868683
2022-03-15,96,1,5.865257,5.863442,5.867590
2022-03-16,96,1,5.865096,5.863517,5.866716
2022-03-17,96,1,5.865268,5.862719,5.866924
2022-03-18,96,1,5.865995,5.863309,5.867783
2022-03-19,96,1,5.864651,5.863006,5.866537
2022-03-20,96,1,5.865166,5.861116,5.868024
2022-03-21,96,1,5.865529,5.862228,5.868193
2022-03-22,96,1,5.865790,5.863562,5.866957
2022-03-23,96,1,5.865630,5.863387,5.867478
2022-03-24,96,1,5.865618,5.863546,5.867092
2022-03-25,96,1,5.865473,5.862930,5.868015
2022-03-26,96,1,5.864906,5.863099,5.867295
2022-03-27,96,1,5.864743,5.863173,5.866694
2022-03-28,96,1,5.865207,5.863826,5.866816
2022-03-29,96,1,5.865491,5.863162,5.867547
2022-03-30,96,1,5.865356,5.863740,5.866752
2022-03-31,96,1,5.864829,5.863079,5.866335
2022-04-01,96,1,5.864967,5.863531,5.867376
2022-04-02,96,1,5.865902,5.863514,5.867273
2022-04-03,96,1,5.864640,5.862095,5.867919
2022-04-04,96,1,5.865576,5.862937,5.867718
2022-04-05,96,1,5.864132,5.862205,5.866578
2022-04-06,96,1,5.865435,5.863488,5.867525
2022-04-07,96,1,5.865403,5.863254,5.867087
2022-04-08,96,1,5.865429,5.863472,5.866966
2022-04-09,96,1,5.865583,5.862794,5.867301
2022-04-10,96,1,5.865992,5.863633,5.868076
2022-04-11,96,1,5.865680,5.863307,5.867884
2022-04-12,96,1,5.865036,5.864457,5.866523
2022-04-13,96,1,5.863840,5.863434,5.864189
2022-04-14,96,1,5.865297,5.863420,5.866466
2022-04-15,96,1,5.865465,5.863767,5.866981
2022-04-16,96,1,5.864741,5.861942,5.867788
2022-04-17,96,1,5.866584,5.861759,5.868947
2022-04-18,96,1,5.865271,5.861812,5.868514
2022-04-19,96,1,5.864741,5.863375,5.865884
2022-04-20,96,1,5.865422,5.863882,5.867035
2022-04-21,96,1,5.864545,5.863226,5.866494
2022-04-22,96,1,5.865094,5.863765,5.866469
2022-04-23,96,1,5.865567,5.863545,5.867407
2022-04-24,96,1,5.864973,5.863604,5.867443
2022-04-25,96,1,5.865140,5.862845,5.867772
2022-04-26,96,1,5.864444,5.863403,5.866564
2022-04-27,96,1,5.865461,5.863631,5.867256
2022-04-28,96,1,5.865461,5.863080,5.867371
2022-04-29,96,1,5.865565,5.863920,5.867048
2022-04-30,96,1,5.865569,5.863717,5.866986
2022-05-01,96,1,5.865364,5.862966,5.867885
2022-05-02,96,1,5.865710,5.863056,5.868627
2022-05-03,96,1,5.865582,5.864179,5.867257
2022-05-04,96,1,5.865058,5.864367,5.866030
2022-05-05,96,1,5.865252,5.863996,5.865987
2022-05-06,96,1,5.866156,5.865451,5.867121
2022-05-07,96,1,5.865353,5.863619,5.867048
2022-05-08,96,1,5.866975,5.863880,5.867328
2022-05-09,96,1,5.864022,5.861896,5.867493
2022-05-10,96,1,5.864415,5.862478,5.866691
2022-05-11,96,1,5.865369,5.863387,5.866885
2022-05-12,96,1,5.865957,5.863664,5.867097
2022-05-13,96,1,5.865581,5.863619,5.867076
2022-05-14,96,1,5.865381,5.862600,5.867064
2022-05-15,96,1,5.865875,5.863934,5.867947
2022-05-16,96,1,5.865360,5.863254,5.867846
2022-05-17,96,1,5.864985,5.862824,5.866582
2022-05-18,96,1,5.865674,5.863695,5.866776
2022-05-19,96,1,5.864813,5.862943,5.866846
2022-05-20,96,1,5.864732,5.862790,5.866924
2022-05-21,96,1,5.864302,5.862537,5.867960
2022-05-22,96,1,5.865927,5.861957,5.870488
2022-05-23,96,1,5.864317,5.862017,5.867203
2022-05-24,96,1,5.863991,5.861708,5.865812
2022-05-25,96,1,5.865340,5.863601,5.867723
2022-05-26,96,1,5.864475,5.862488,5.867545
2022-05-27,96,1,5.865155,5.862389,5.868202
2022-05-28,96,1,5.865551,5.861682,5.866996
2022-05-29,96,1,5.865808,5.862530,5.868806
2022-05-30,96,1,5.864943,5.862150,5.868614
2022-05-31,96,1,5.865530,5.862227,5.867790
2022-06-01,96,1,5.865112,5.862453,5.867408
2022-06-02,95,0,5.865112,5.863371,5.866771
2022-06-03,96,1,5.866043,5.863018,5.867170
2022-06-04,96,1,5.865567,5.863018,5.868200
2022-06-05,96,1,5.865012,5.862351,5.867184
2022-06-06,96,1,5.864546,5.861660,5.867150
2022-06-07,96,1,5.866059,5.862916,5.867035
2022-06-08,96,1,5.864424,5.862505,5.866817
2022-06-09,96,1,5.865362,5.863367,5.866743
2022-06-10,96,1,5.864859,5.863698,5.866571
2022-06-11,96,1,5.864747,5.860741,5.869334
2022-06-12,96,1,5.865726,5.862360,5.868829
