z0_ft,n,mean_squared_error_log,alpha,beta,gamma_m,free_fraction
2.36000,266322,0.0005274819,1.000553,0.508477,25.556461,0.000353
2.36500,266322,0.0005275158,1.000551,0.508455,25.556340,0.000353
2.37000,266322,0.0005275537,1.000548,0.508433,25.556217,0.000364
2.37500,266322,0.0005275948,1.000545,0.508410,25.556088,0.000368
2.38000,266322,0.0005276400,1.000543,0.508387,25.555957,0.000391
2.38500,266322,0.0005276883,1.000540,0.508362,25.555818,0.000391
2.39000,266322,0.0005277409,1.000537,0.508338,25.555677,0.000428
2.39500,266322,0.0005277961,1.000534,0.508311,25.555525,0.000428
2.40000,266322,0.0005278560,1.000530,0.508283,25.555370,0.000469
2.40500,266322,0.0005279186,1.000527,0.508254,25.555203,0.000469
2.41000,266322,0.0005279865,1.000523,0.508224,25.555033,0.000488
2.41500,266322,0.0005280585,1.000519,0.508192,25.554855,0.000492
2.42000,266322,0.0005281361,1.000515,0.508161,25.554673,0.000529
2.42500,266322,0.0005282177,1.000511,0.508127,25.554480,0.000529
2.43000,266322,0.0005283053,1.000507,0.508092,25.554282,0.000541
2.43500,266322,0.0005283984,1.000503,0.508056,25.554078,0.000544
2.44000,266322,0.0005284977,1.000498,0.508020,25.553869,0.000559
2.44500,266322,0.0005286027,1.000494,0.507983,25.553653,0.000559
2.45000,266322,0.0005287142,1.000489,0.507945,25.553432,0.000567
2.45500,266322,0.0005288321,1.000484,0.507906,25.553206,0.000567
2.46000,266322,0.0005289568,1.000479,0.507866,25.552975,0.000567
2.46500,266322,0.0005290885,1.000474,0.507826,25.552739,0.000567
2.47000,266322,0.0005292272,1.000468,0.507785,25.552498,0.000578
2.47500,266322,0.0005293724,1.000463,0.507743,25.552250,0.000578
2.48000,266322,0.0005295250,1.000457,0.507700,25.551997,0.000593
2.48500,266322,0.0005296841,1.000452,0.507656,25.551737,0.000593
2.49000,266322,0.0005298509,1.000446,0.507611,25.551472,0.000601
2.49500,266322,0.0005300250,1.000440,0.507566,25.551199,0.000601
2.50000,266322,0.0005302070,1.000434,0.507519,25.550921,0.000631
2.50500,266322,0.0005303951,1.000427,0.507471,25.550632,0.000635
2.51000,266322,0.0005305916,1.000421,0.507422,25.550337,0.000653
2.51500,266322,0.0005307954,1.000414,0.507371,25.550032,0.000657
2.52000,266322,0.0005310079,1.000407,0.507319,25.549722,0.000706
2.52500,266322,0.0005312268,1.000400,0.507265,25.549397,0.000706
2.53000,266322,0.0005314551,1.000393,0.507210,25.549066,0.000736
2.53500,266322,0.0005316912,1.000385,0.507154,25.548724,0.000736
2.54000,266322,0.0005319371,1.000377,0.507096,25.548375,0.000785
2.54500,266322,0.0005321903,1.000369,0.507035,25.548011,0.000785
2.55000,266322,0.0005324538,1.000361,0.506974,25.547641,0.000807
2.55500,266322,0.0005327267,1.000352,0.506911,25.547259,0.000807
2.56000,266322,0.0005330104,1.000344,0.506847,25.546870,0.000852
2.56500,266322,0.0005333027,1.000335,0.506780,25.546466,0.000852
2.57000,266322,0.0005336064,1.000325,0.506712,25.546055,0.000950
2.57500,266322,0.0005339164,1.000316,0.506640,25.545619,0.000950
2.58000,266322,0.0005342389,1.000306,0.506566,25.545174,0.001010
2.58500,266322,0.0005345707,1.000295,0.506489,25.544711,0.001010
2.59000,266322,0.0005349158,1.000285,0.506411,25.544238,0.001051
2.59500,266322,0.0005352718,1.000274,0.506330,25.543749,0.001055
2.60000,266322,0.0005356417,1.000263,0.506248,25.543251,0.001108
2.60500,266322,0.0005360226,1.000251,0.506163,25.542733,0.001111
2.61000,266322,0.0005364182,1.000239,0.506076,25.542206,0.001172
2.61500,266322,0.0005368251,1.000227,0.505986,25.541659,0.001179
2.62000,266322,0.0005372475,1.000214,0.505894,25.541102,0.001254
2.62500,266322,0.0005376819,1.000201,0.505798,25.540523,0.001254
2.63000,266322,0.0005381328,1.000188,0.505701,25.539932,0.001318
2.63500,266322,0.0005385968,1.000174,0.505600,25.539320,0.001318
2.64000,266322,0.0005390781,1.000160,0.505498,25.538696,0.001401
2.64500,266322,0.0005395720,1.000146,0.505391,25.538044,0.001404
2.65000,266322,0.0005400844,1.000131,0.505282,25.537379,0.001472
2.65500,266322,0.0005406113,1.000115,0.505168,25.536688,0.001476
2.66000,266322,0.0005411577,1.000099,0.505053,25.535984,0.001528
2.66500,266322,0.0005417207,1.000083,0.504933,25.535255,0.001528
2.67000,266322,0.0005423042,1.000066,0.504812,25.534511,0.001600
2.67500,266322,0.0005429046,1.000048,0.504687,25.533744,0.001600
2.68000,266322,0.0005435265,1.000031,0.504559,25.532961,0.001630
2.68500,266322,0.0005441684,1.000012,0.504429,25.532160,0.001630
2.69000,266322,0.0005448326,0.999994,0.504297,25.531343,0.001675
2.69500,266322,0.0005455171,0.999975,0.504160,25.530503,0.001675
2.70000,266322,0.0005462249,0.999955,0.504022,25.529648,0.001738
2.70500,266322,0.0005469527,0.999935,0.503880,25.528767,0.001738
2.71000,266322,0.0005477048,0.999914,0.503735,25.527870,0.001825
2.71500,266322,0.0005484763,0.999893,0.503586,25.526944,0.001825
2.72000,266322,0.0005492733,0.999872,0.503434,25.526002,0.001915
2.72500,266322,0.0005500929,0.999849,0.503277,25.525026,0.001919
2.73000,266322,0.0005509391,0.999827,0.503117,25.524032,0.002043
2.73500,266322,0.0005518087,0.999803,0.502950,25.523000,0.002043
2.74000,266322,0.0005527065,0.999779,0.502781,25.521948,0.002144
2.74500,266322,0.0005536306,0.999754,0.502606,25.520861,0.002148
2.75000,266322,0.0005545844,0.999728,0.502428,25.519753,0.002227
2.75500,266322,0.0005555648,0.999702,0.502245,25.518612,0.002234
2.76000,266322,0.0005565763,0.999675,0.502059,25.517449,0.002354
2.76500,266322,0.0005576145,0.999648,0.501866,25.516249,0.002369
2.77000,266322,0.0005586854,0.999620,0.501670,25.515027,0.002486
2.77500,266322,0.0005597848,0.999590,0.501467,25.513763,0.002486
2.78000,266322,0.0005609186,0.999561,0.501261,25.512475,0.002598
2.78500,266322,0.0005620859,0.999530,0.501048,25.511146,0.002598
2.79000,266322,0.0005632893,0.999499,0.500832,25.509792,0.002685
2.79500,266322,0.0005645290,0.999467,0.500609,25.508401,0.002685
2.80000,266322,0.0005658064,0.999434,0.500384,25.506984,0.002782
2.80500,266322,0.0005671174,0.999400,0.500152,25.505531,0.002782
2.81000,266322,0.0005684677,0.999366,0.499916,25.504052,0.002824
2.81500,266322,0.0005698552,0.999331,0.499677,25.502542,0.002824
2.82000,266322,0.0005712833,0.999295,0.499433,25.501004,0.002861
2.82500,266322,0.0005727508,0.999259,0.499185,25.499435,0.002861
2.83000,266322,0.0005742602,0.999221,0.498933,25.497839,0.002940
2.83500,266322,0.0005758078,0.999183,0.498675,25.496206,0.002940
2.84000,266322,0.0005773990,0.999145,0.498414,25.494545,0.003083
2.84500,266322,0.0005790252,0.999105,0.498145,25.492841,0.003090
2.85000,266322,0.0005806971,0.999064,0.497872,25.491107,0.003289
2.85500,266322,0.0005824038,0.999023,0.497590,25.489327,0.003289
2.86000,266322,0.0005841584,0.998981,0.497305,25.487516,0.003597
2.86500,266322,0.0005859445,0.998937,0.497008,25.485648,0.003597
2.87000,266322,0.0005877814,0.998893,0.496707,25.483746,0.003815
2.87500,266322,0.0005896576,0.998847,0.496396,25.481792,0.003819
2.88000,266322,0.0005915870,0.998801,0.496081,25.479804,0.003988
2.88500,266322,0.0005935621,0.998754,0.495757,25.477765,0.003988
2.89000,266322,0.0005955929,0.998705,0.495428,25.475689,0.004115
2.89500,266322,0.0005976755,0.998656,0.495092,25.473565,0.004123
2.90000,266322,0.0005998161,0.998605,0.494750,25.471403,0.004356
2.90500,266322,0.0006020077,0.998553,0.494397,25.469181,0.004356
2.91000,266322,0.0006042602,0.998500,0.494039,25.466920,0.004540
2.91500,266322,0.0006065661,0.998446,0.493672,25.464603,0.004540
2.92000,266322,0.0006089356,0.998391,0.493299,25.462244,0.004739
2.92500,266322,0.0006113573,0.998335,0.492916,25.459824,0.004746
2.93000,266322,0.0006138453,0.998277,0.492526,25.457362,0.004998
2.93500,266322,0.0006163832,0.998218,0.492125,25.454827,0.005005
2.94000,266322,0.0006189908,0.998157,0.491717,25.452247,0.005174
2.94500,266322,0.0006216581,0.998096,0.491299,25.449606,0.005193
2.95000,266322,0.0006243979,0.998033,0.490874,25.446918,0.005403
2.95500,266322,0.0006272003,0.997968,0.490438,25.444162,0.005430
2.96000,266322,0.0006300786,0.997902,0.489996,25.441357,0.005662
2.96500,266322,0.0006330236,0.997835,0.489542,25.438486,0.005662
2.97000,266322,0.0006360478,0.997766,0.489081,25.435563,0.005865
2.97500,266322,0.0006391428,0.997696,0.488609,25.432577,0.005869
2.98000,266322,0.0006423203,0.997625,0.488131,25.429537,0.006027
2.98500,266322,0.0006455740,0.997552,0.487642,25.426432,0.006027
2.99000,266322,0.0006489136,0.997477,0.487145,25.423272,0.006199
2.99500,266322,0.0006523335,0.997401,0.486638,25.420045,0.006203
3.00000,266322,0.0006558430,0.997324,0.486123,25.416761,0.006372
3.00500,266322,0.0006594355,0.997245,0.485598,25.413408,0.006376
3.01000,266322,0.0006631214,0.997164,0.485064,25.409995,0.006579
3.01500,266322,0.0006668887,0.997082,0.484518,25.406508,0.006597
3.02000,266322,0.0006707534,0.996998,0.483964,25.402960,0.006853
3.02500,266322,0.0006747040,0.996912,0.483397,25.399334,0.006853
3.03000,266322,0.0006787565,0.996825,0.482822,25.395642,0.007130
3.03500,266322,0.0006828968,0.996736,0.482232,25.391871,0.007142
3.04000,266322,0.0006871439,0.996645,0.481634,25.388032,0.007412
3.04500,266322,0.0006914874,0.996552,0.481022,25.384111,0.007412
3.05000,266322,0.0006959429,0.996457,0.480401,25.380120,0.007626
3.05500,266322,0.0007005025,0.996360,0.479766,25.376043,0.007652
3.06000,266322,0.0007051794,0.996262,0.479122,25.371893,0.007881
3.06500,266322,0.0007099677,0.996161,0.478463,25.367654,0.007893
3.07000,266322,0.0007148788,0.996058,0.477794,25.363338,0.008088
3.07500,266322,0.0007199074,0.995953,0.477111,25.358931,0.008095
3.08000,266322,0.0007250650,0.995846,0.476417,25.354443,0.008340
3.08500,266322,0.0007303433,0.995737,0.475708,25.349861,0.008347
3.09000,266322,0.0007357573,0.995625,0.474988,25.345194,0.008629
3.09500,266322,0.0007412980,0.995511,0.474252,25.340426,0.008655
3.10000,266322,0.0007469818,0.995395,0.473504,25.335568,0.008880
3.10500,266322,0.0007528029,0.995276,0.472740,25.330609,0.008880
3.11000,266322,0.0007587753,0.995155,0.471964,25.325556,0.009102
3.11500,266322,0.0007648935,0.995031,0.471171,25.320396,0.009106
3.12000,266322,0.0007711719,0.994905,0.470366,25.315137,0.009305
3.12500,266322,0.0007776041,0.994776,0.469544,25.309766,0.009305
3.13000,266322,0.0007842065,0.994644,0.468708,25.304290,0.009552
3.13500,266322,0.0007909715,0.994509,0.467854,25.298697,0.009552
3.14000,266322,0.0007979181,0.994371,0.466985,25.292991,0.009819
3.14500,266322,0.0008050384,0.994231,0.466098,25.287162,0.009819
3.15000,266322,0.0008123532,0.994087,0.465195,25.281214,0.010078
3.15500,266322,0.0008198550,0.993940,0.464272,25.275133,0.010078
3.16000,266322,0.0008275665,0.993789,0.463332,25.268922,0.010333
3.16500,266322,0.0008354844,0.993635,0.462371,25.262571,0.010348
3.17000,266322,0.0008436297,0.993478,0.461392,25.256080,0.010634
3.17500,266322,0.0008519976,0.993316,0.460390,25.249434,0.010653
3.18000,266322,0.0008606139,0.993151,0.459368,25.242636,0.011013
3.18500,266322,0.0008694723,0.992981,0.458321,25.235669,0.011013
3.19000,266322,0.0008786048,0.992807,0.457251,25.228535,0.011445
3.19500,266322,0.0008880006,0.992628,0.456153,25.221212,0.011445
3.20000,266322,0.0008977023,0.992445,0.455031,25.213703,0.011948
3.20500,266322,0.0009076960,0.992256,0.453875,25.205981,0.011993
3.21000,266322,0.0009180356,0.992061,0.452693,25.198049,0.012598
3.21500,266322,0.0009287139,0.991861,0.451474,25.189879,0.012598
3.22000,266322,0.0009397898,0.991655,0.450223,25.181470,0.013153
3.22500,266322,0.0009512649,0.991441,0.448932,25.172784,0.013172
3.23000,266322,0.0009632067,0.991220,0.447604,25.163816,0.013739
3.23500,266322,0.0009756276,0.990991,0.446229,25.154527,0.013739
3.24000,266322,0.0009886118,0.990754,0.444811,25.144899,0.014201
3.24500,266322,0.0010021981,0.990506,0.443338,25.134883,0.014216
3.25000,266322,0.0010164906,0.990247,0.441810,25.124444,0.014715
3.25500,266322,0.0010315634,0.989975,0.440214,25.113511,0.014757
3.26000,266322,0.0010475741,0.989689,0.438545,25.102016,0.015252
3.26500,266322,0.0010646697,0.989385,0.436784,25.089847,0.015301
3.27000,266322,0.0010831391,0.989059,0.434917,25.076858,0.015774
3.27500,266322,0.0011033580,0.988706,0.432910,25.062805,0.015774
3.28000,266322,0.0011261004,0.988314,0.430709,25.047255,0.016176
3.28500,266322,0.0011532628,0.987853,0.428168,25.029080,0.016259
3.29000,266321,0.0011591953,0.987724,0.427301,25.023735,0.016732
3.29500,266321,0.0011904254,0.987198,0.424433,25.003062,0.016750
3.30000,266320,0.0012052048,0.986943,0.422943,24.992906,0.017179
3.30500,266320,0.0012493127,0.986216,0.419092,24.964599,0.017190
3.31000,266316,0.0012125107,0.986810,0.421876,24.987108,0.017573
3.31500,266316,0.0012576931,0.986066,0.417945,24.958198,0.017592
3.32000,266312,0.0012237798,0.986619,0.420517,24.979094,0.018013
3.32500,266312,0.0012735789,0.985805,0.416246,24.947534,0.018016
3.33000,266307,0.0012235999,0.986617,0.420125,24.978420,0.018415
3.33500,266307,0.0012797904,0.985708,0.415387,24.943215,0.018419
3.34000,266299,0.0011630345,0.987575,0.424548,25.014693,0.018851
3.34500,266299,0.0012024204,0.986927,0.421082,24.989383,0.018851
3.35000,266294,0.0011311981,0.988061,0.426530,25.032655,0.019313
3.35500,266294,0.0011552622,0.987652,0.424227,25.016453,0.019313
3.36000,266293,0.0011586642,0.987566,0.423544,25.012711,0.019730
3.36500,266293,0.0011891327,0.987057,0.420751,24.992701,0.019794
3.37000,266290,0.0011543085,0.987598,0.423203,25.013082,0.020279
3.37500,266290,0.0011775385,0.987201,0.420955,24.997365,0.020279
3.38000,266289,0.0011811135,0.987122,0.420295,24.993878,0.020748
3.38500,266289,0.0012084761,0.986662,0.417739,24.975772,0.020748
3.39000,266287,0.0011931317,0.986880,0.418559,24.983674,0.021146
3.39500,266287,0.0012198257,0.986430,0.416050,24.965960,0.021191
3.40000,266285,0.0012044139,0.986653,0.416892,24.974075,0.021635
3.40500,266285,0.0012283763,0.986247,0.414591,24.958002,0.021635
3.41000,266284,0.0012320300,0.986156,0.413862,24.954048,0.022183
3.41500,266284,0.0012599800,0.985687,0.411257,24.935623,0.022187
3.42000,266282,0.0012476745,0.985863,0.411853,24.941890,0.022623
3.42500,266282,0.0012756109,0.985396,0.409255,24.923534,0.022630
3.43000,266280,0.0012616651,0.985582,0.409899,24.930195,0.023242
3.43500,266280,0.0012889654,0.985123,0.407340,24.912173,0.023242
3.44000,266278,0.0012757816,0.985308,0.407964,24.918741,0.024020
3.44500,266278,0.0013006765,0.984886,0.405579,24.902128,0.024020
3.45000,266277,0.0013079154,0.984749,0.404603,24.896378,0.024880
